revenue_rnk,rating_rank,product_id,recent_month_sale,cumulative_sale,total_sales,price,rating,ratings_total,rating_weighted_score,revenue,rating_range_id,price_range_id,availability_id,condition_id,is_new,is_fba,is_free_shipping,is_prime,cumulative_sale_percentage,top_selling_categories
212,208,158,100,101400,107600,299.99,3.7,2890.0,29.48662364546048,29999.0,3,3,1,3.0,1,0,1,0,0.942379,Trivial Many
213,301,287,50,107600,107600,599.95,4.3,520.0,26.899725179539477,29997.500000000004,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
214,137,61,50,107600,107600,599.0,3.9,3243.0,31.529793419417686,29950.0,3,5,1,4.0,1,0,0,0,1.0,Trivial Many
215,88,370,100,101400,107600,299.0,4.1,3698.0,33.684852946513054,29900.0,2,3,1,1.0,1,1,1,1,0.942379,Trivial Many
216,55,95,100,101400,107600,297.0,4.2,4912.0,35.69848813510832,29700.0,2,3,1,3.0,1,0,1,0,0.942379,Trivial Many
217,95,388,50,107600,107600,589.0,4.2,2839.0,33.39654919085206,29450.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
218,508,598,50,107600,107600,581.99,4.4,100.0,20.306530274101544,29099.5,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
219,342,502,50,107600,107600,579.95,4.6,276.0,25.870480528461755,28997.500000000004,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
220,132,52,100,101400,107600,289.6,3.9,3243.0,31.529793419417686,28960.000000000004,3,3,1,3.0,1,0,1,0,0.942379,Trivial Many
221,275,145,50,107600,107600,575.0,4.3,527.0,26.957114019936924,28750.0,2,5,1,3.0,0,0,1,0,1.0,Trivial Many
222,425,264,100,101400,107600,286.67,4.0,308.0,22.933365107590983,28667.0,2,3,1,3.0,1,0,1,0,0.942379,Trivial Many
223,523,315,50,107600,107600,569.99,3.7,191.0,19.452732876502793,28499.5,3,5,1,3.0,1,0,1,0,1.0,Trivial Many
224,264,776,50,107600,107600,560.49,3.7,1583.0,27.260521717785174,28024.5,3,5,1,1.0,1,1,1,1,1.0,Trivial Many
225,531,446,50,107600,107600,559.99,4.0,100.0,18.46048206736504,27999.5,2,5,1,1.0,1,1,1,1,1.0,Trivial Many
226,460,833,100,101400,107600,279.99,4.5,135.0,22.106946985812236,27999.0,1,3,1,1.0,1,0,1,0,0.942379,Trivial Many
227,56,94,100,101400,107600,279.0,4.2,4912.0,35.69848813510832,27900.0,2,3,1,3.0,1,0,1,0,0.942379,Trivial Many
228,587,866,50,107600,107600,549.99,4.2,37.0,15.27786187085082,27499.5,2,5,1,1.0,1,0,1,1,1.0,Trivial Many
229,635,756,50,107600,107600,549.99,4.2,28.0,14.142642485943192,27499.5,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
230,392,668,50,107600,107600,544.99,3.7,722.0,24.35861412198743,27249.5,3,5,1,1.0,1,1,1,1,1.0,Trivial Many
231,252,167,50,107600,107600,543.4,4.0,1137.0,28.148110458745105,27170.0,2,5,1,4.0,1,0,1,0,1.0,Trivial Many
232,615,407,100,101400,107600,269.0,3.7,52.0,14.690080080142852,26900.0,3,3,1,3.0,1,0,1,0,0.942379,Trivial Many
233,197,847,50,107600,107600,529.0,4.1,1496.0,29.975995376120476,26450.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
234,466,839,100,101400,107600,251.99,4.5,135.0,22.106946985812236,25199.0,1,3,1,1.0,1,0,1,0,0.942379,Trivial Many
235,240,506,50,107600,107600,500.0,4.4,641.0,28.44418853623583,25000.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
236,85,375,100,101400,107600,245.0,4.1,3698.0,33.684852946513054,24500.0,2,3,1,1.0,1,0,1,0,0.942379,Trivial Many
237,569,812,50,107600,107600,488.88,4.1,60.0,16.854582843110574,24444.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
238,80,75,50,107600,107600,479.95,4.4,2502.0,34.43107928229981,23997.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
239,259,382,50,107600,107600,479.0,4.3,608.0,27.570818551152556,23950.0,2,4,1,,1,0,0,0,1.0,Trivial Many
240,247,91,50,107600,107600,479.0,3.8,1699.0,28.265857414168366,23950.0,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
241,487,420,50,107600,107600,474.99,3.8,264.0,21.202973338747643,23749.5,3,4,1,1.0,1,1,1,1,1.0,Trivial Many
242,118,67,100,101400,107600,234.99,3.9,4033.0,32.37980350220521,23499.0,3,3,1,3.0,1,1,1,0,0.942379,Trivial Many
243,75,82,50,107600,107600,469.95,4.4,2502.0,34.43107928229981,23497.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
244,331,493,50,107600,107600,459.0,4.6,276.0,25.870480528461755,22950.0,1,4,1,3.0,1,0,1,0,1.0,Trivial Many
245,678,80,50,107600,107600,455.0,4.4,11.0,10.933589259067203,22750.0,2,4,1,4.0,1,0,0,0,1.0,Trivial Many
246,41,111,50,107600,107600,455.0,4.2,4912.0,35.69848813510832,22750.0,2,4,1,4.0,1,0,0,0,1.0,Trivial Many
247,83,72,50,107600,107600,449.95,4.4,2502.0,34.43107928229981,22497.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
248,81,70,50,107600,107600,448.95,4.4,2502.0,34.43107928229981,22447.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
249,14,416,100,101400,107600,220.49,4.4,20723.0,43.73181000291259,22049.0,2,3,1,1.0,1,1,1,1,0.942379,Trivial Many
250,115,4,200,94300,107600,109.0,4.0,3562.0,32.713432662423344,21800.0,2,2,1,3.0,1,0,1,0,0.876394,Trivial Many
251,260,383,50,107600,107600,434.99,4.3,608.0,27.570818551152556,21749.5,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
252,706,205,50,107600,107600,409.98,4.7,5.0,8.421269505371859,20499.0,1,4,1,1.0,1,0,1,0,1.0,Trivial Many
253,452,684,50,107600,107600,409.0,4.6,139.0,22.731555144002797,20450.0,1,4,1,3.0,1,0,1,0,1.0,Trivial Many
254,140,134,300,87900,107600,68.0,4.2,1802.0,31.488270337453937,20400.0,2,1,1,3.0,1,0,1,0,0.816914,Trivial Many
255,349,183,50,107600,107600,407.99,4.2,457.0,25.73285057327958,20399.5,2,4,1,3.0,1,1,1,0,1.0,Trivial Many
256,171,142,50,107600,107600,403.0,3.9,2616.0,30.692157219867568,20150.0,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
257,149,192,50,107600,107600,399.45,4.3,1394.0,31.1347936852985,19972.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
258,54,96,50,107600,107600,399.03,4.2,4912.0,35.69848813510832,19951.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
259,320,478,50,107600,107600,399.0,4.6,276.0,25.870480528461755,19950.0,1,4,1,2.0,1,0,1,0,1.0,Trivial Many
260,46,119,50,107600,107600,399.0,4.2,4912.0,35.69848813510832,19950.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
261,358,33,100,101400,107600,198.99,3.8,837.0,25.577868781831913,19899.0,3,2,1,3.0,1,0,1,0,0.942379,Trivial Many
262,156,262,50,107600,107600,395.25,4.3,1394.0,31.1347936852985,19762.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
263,39,105,50,107600,107600,389.0,4.2,4912.0,35.69848813510832,19450.0,2,4,1,4.0,1,0,0,0,1.0,Trivial Many
264,143,184,50,107600,107600,389.0,4.3,1394.0,31.1347936852985,19450.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
265,449,702,50,107600,107600,388.11,4.6,139.0,22.731555144002797,19405.5,1,4,1,3.0,1,0,1,0,1.0,Trivial Many
266,146,187,50,107600,107600,386.17,4.3,1394.0,31.1347936852985,19308.5,2,4,1,3.0,0,1,1,1,1.0,Trivial Many
267,395,84,50,107600,107600,385.99,4.1,353.0,24.064117343848473,19299.5,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
268,391,897,50,107600,107600,379.0,4.3,290.0,24.395290048837417,18950.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
269,134,60,50,107600,107600,372.0,3.9,3243.0,31.529793419417686,18600.0,3,4,1,4.0,1,0,1,0,1.0,Trivial Many
270,401,798,50,107600,107600,369.99,4.6,167.0,23.57023430525499,18499.5,1,4,1,5.0,1,0,1,0,1.0,Trivial Many
271,424,138,200,94300,107600,90.0,4.2,260.0,23.370985710755313,18000.0,2,1,1,3.0,1,0,1,0,0.876394,Trivial Many
272,133,56,50,107600,107600,349.08,3.9,3243.0,31.529793419417686,17454.0,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
273,43,114,50,107600,107600,349.0,4.2,4912.0,35.69848813510832,17450.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
274,38,12,50,107600,107600,349.0,4.3,4204.0,35.87932716135031,17450.0,2,4,1,4.0,1,0,0,0,1.0,Trivial Many
275,44,116,50,107600,107600,347.0,4.2,4912.0,35.69848813510832,17350.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
276,53,98,50,107600,107600,344.0,4.2,4912.0,35.69848813510832,17200.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
277,361,271,50,107600,107600,341.5,4.2,425.0,25.428645254331357,17075.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
278,285,226,50,107600,107600,341.18,4.4,455.0,26.938968361863303,17059.0,2,4,1,,1,1,0,1,1.0,Trivial Many
279,438,690,50,107600,107600,339.85,4.6,139.0,22.731555144002797,16992.5,1,4,1,3.0,1,0,1,0,1.0,Trivial Many
280,61,37,100,101400,107600,169.0,4.3,3357.0,34.91213360184119,16900.0,2,2,1,,1,0,0,0,0.942379,Trivial Many
281,565,311,50,107600,107600,332.29,3.9,77.0,16.99116442408941,16614.5,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
282,245,86,50,107600,107600,319.0,3.8,1699.0,28.265857414168366,15950.0,3,4,1,3.0,1,1,1,0,1.0,Trivial Many
283,42,113,50,107600,107600,318.0,4.2,4912.0,35.69848813510832,15900.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
363,721,667,0,107600,107600,1349.95,4.5,2.0,4.943755299006494,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
364,427,358,0,107600,107600,289.99,4.0,307.0,22.920399131894296,0.0,2,3,1,3.0,1,1,1,0,1.0,Trivial Many
365,422,324,0,107600,107600,370.0,4.1,298.0,23.371818650901815,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
366,420,326,0,107600,107600,255.0,4.1,298.0,23.371818650901815,0.0,2,3,1,3.0,1,0,1,0,1.0,Trivial Many
367,411,922,0,107600,107600,659.99,4.0,354.0,23.488471157901664,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
368,384,364,0,107600,107600,421.11,4.1,385.0,24.418933214805804,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
369,754,220,0,107600,107600,1249.0,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
370,750,934,0,107600,107600,729.99,0.0,0.0,0.0,0.0,5,5,1,1.0,1,0,1,0,1.0,Trivial Many
371,747,911,0,107600,107600,1549.0,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
372,740,901,0,107600,107600,1499.99,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
373,738,813,0,107600,107600,949.99,0.0,0.0,0.0,0.0,5,5,1,1.0,1,0,1,0,1.0,Trivial Many
374,734,779,0,107600,107600,779.99,0.0,0.0,0.0,0.0,5,5,1,1.0,1,0,1,0,1.0,Trivial Many
375,729,679,0,107600,107600,911.24,5.0,1.0,3.4657359027997265,0.0,1,5,1,1.0,1,0,1,0,1.0,Trivial Many
376,724,336,0,107600,107600,449.0,5.0,1.0,3.4657359027997265,0.0,1,4,1,1.0,1,0,1,0,1.0,Trivial Many
377,430,512,0,107600,107600,519.99,4.6,140.0,22.764295495739574,0.0,1,5,1,5.0,1,0,1,0,1.0,Trivial Many
378,720,763,0,107600,107600,895.0,5.0,2.0,5.493061443340549,0.0,1,5,1,,1,0,0,0,1.0,Trivial Many
379,718,764,0,107600,107600,733.0,5.0,3.0,6.931471805599453,0.0,1,5,1,1.0,1,0,1,0,1.0,Trivial Many
380,713,530,0,107600,107600,1121.24,5.0,4.0,8.047189562170502,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
381,707,940,0,107600,107600,999.99,5.0,4.0,8.047189562170502,0.0,1,5,1,1.0,1,0,1,0,1.0,Trivial Many
382,704,868,0,107600,107600,459.99,5.0,5.0,8.958797346140274,0.0,1,4,1,1.0,1,0,1,1,1.0,Trivial Many
383,703,861,0,107600,107600,268.88,5.0,5.0,8.958797346140274,0.0,1,3,1,1.0,1,0,1,0,1.0,Trivial Many
384,700,876,0,107600,107600,797.05,4.1,9.0,9.440598881275587,0.0,2,5,1,1.0,1,0,1,1,1.0,Trivial Many
385,698,905,0,107600,107600,1399.0,4.1,9.0,9.440598881275587,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
386,696,752,0,107600,107600,449.99,4.6,7.0,9.565431091727243,0.0,1,4,1,1.0,1,0,1,0,1.0,Trivial Many
387,685,517,0,107600,107600,1119.99,4.5,9.0,10.361632918473207,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
388,667,824,0,107600,107600,699.99,4.4,15.0,12.199390377855037,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
389,561,803,0,107600,107600,1119.99,4.2,57.0,17.05386064429496,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
390,610,401,0,107600,107600,279.0,3.7,52.0,14.690080080142852,0.0,3,3,1,3.0,1,0,1,0,1.0,Trivial Many
391,659,951,0,107600,107600,1399.99,4.2,22.0,13.16907570690243,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
392,652,600,0,107600,107600,1458.99,4.2,23.0,13.347826087461373,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
393,650,601,0,107600,107600,1789.99,4.2,23.0,13.347826087461373,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
394,645,856,0,107600,107600,1199.98,3.9,31.0,13.516370020918933,0.0,3,6,1,1.0,1,0,1,0,1.0,Trivial Many
395,640,781,0,107600,107600,1259.99,4.5,20.0,13.700350969755403,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
396,633,92,0,107600,107600,579.95,4.2,29.0,14.285029002981053,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
397,629,924,0,107600,107600,759.99,3.9,40.0,14.4829310601468,0.0,3,5,1,1.0,1,0,1,0,1.0,Trivial Many
398,627,144,0,107600,107600,669.99,4.4,27.0,14.661699844770897,0.0,2,5,1,9.0,0,0,1,0,1.0,Trivial Many
399,625,396,0,107600,107600,330.05,3.7,52.0,14.690080080142852,0.0,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
400,620,412,0,107600,107600,322.03,3.7,52.0,14.690080080142852,0.0,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
401,613,404,0,107600,107600,332.03,3.7,52.0,14.690080080142852,0.0,3,4,1,3.0,1,0,1,0,1.0,Trivial Many
402,611,402,0,107600,107600,289.0,3.7,52.0,14.690080080142852,0.0,3,3,1,3.0,1,0,1,0,1.0,Trivial Many
403,555,782,0,107600,107600,849.99,4.3,57.0,17.459904945349603,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
404,607,456,0,107600,107600,999.99,4.4,28.0,14.816101651940487,0.0,2,5,1,8.0,0,0,1,0,1.0,Trivial Many
405,605,553,0,107600,107600,1195.0,4.4,28.0,14.816101651940487,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
406,603,457,0,107600,107600,1299.0,4.4,28.0,14.816101651940487,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
407,592,773,0,107600,107600,859.97,4.3,32.0,15.034982514305865,0.0,2,5,1,8.0,0,0,1,0,1.0,Trivial Many
408,575,784,0,107600,107600,589.99,4.0,52.0,15.881167654208488,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
409,467,440,0,107600,107600,580.0,4.3,166.0,22.007373393392047,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
410,462,835,0,107600,107600,319.99,4.5,135.0,22.106946985812236,0.0,1,4,1,1.0,1,0,1,0,1.0,Trivial Many
411,459,832,0,107600,107600,249.99,4.5,135.0,22.106946985812236,0.0,1,3,1,1.0,1,0,1,0,1.0,Trivial Many
412,451,704,0,107600,107600,599.0,4.6,139.0,22.731555144002797,0.0,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
413,442,694,0,107600,107600,630.41,4.6,139.0,22.731555144002797,0.0,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
414,433,697,0,107600,107600,709.97,4.6,139.0,22.731555144002797,0.0,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
415,431,244,0,107600,107600,309.99,4.6,140.0,22.764295495739574,0.0,1,4,1,5.0,1,0,1,0,1.0,Trivial Many
416,163,740,0,107600,107600,349.0,4.2,1607.0,31.00753508890343,0.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
417,354,209,0,107600,107600,291.0,4.2,444.0,25.61191198509821,0.0,2,3,1,8.0,0,0,1,0,1.0,Trivial Many
418,346,504,0,107600,107600,1449.0,4.6,276.0,25.870480528461755,0.0,1,6,1,4.0,1,0,0,0,1.0,Trivial Many
419,339,481,0,107600,107600,689.95,4.6,276.0,25.870480528461755,0.0,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
420,337,483,0,107600,107600,619.95,4.6,276.0,25.870480528461755,0.0,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
421,336,484,0,107600,107600,1299.0,4.6,276.0,25.870480528461755,0.0,1,6,1,4.0,1,0,0,0,1.0,Trivial Many
422,333,487,0,107600,107600,970.0,4.6,276.0,25.870480528461755,0.0,1,5,1,4.0,1,0,0,0,1.0,Trivial Many
423,330,490,0,107600,107600,494.0,4.6,276.0,25.870480528461755,0.0,1,4,1,3.0,1,0,1,0,1.0,Trivial Many
424,328,492,0,107600,107600,609.95,4.6,276.0,25.870480528461755,0.0,1,5,1,3.0,1,0,1,0,1.0,Trivial Many
425,306,309,0,107600,107600,719.95,4.3,520.0,26.899725179539477,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
426,290,286,0,107600,107600,699.95,4.3,520.0,26.899725179539477,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
427,178,571,0,107600,107600,3048.0,4.8,590.0,30.63271688354927,0.0,1,6,1,1.0,1,1,1,1,1.0,Trivial Many
428,173,576,0,107600,107600,3698.0,4.8,590.0,30.63271688354927,0.0,1,6,1,1.0,1,1,1,1,1.0,Trivial Many
429,165,738,0,107600,107600,270.0,4.2,1607.0,31.00753508890343,0.0,2,3,1,1.0,1,0,1,0,1.0,Trivial Many
430,356,207,0,107600,107600,399.0,4.2,444.0,25.61191198509821,0.0,2,4,1,8.0,0,0,1,0,1.0,Trivial Many
431,162,741,0,107600,107600,329.0,4.2,1607.0,31.00753508890343,0.0,2,4,1,,1,0,0,0,1.0,Trivial Many
432,159,750,0,107600,107600,340.99,4.2,1607.0,31.00753508890343,0.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
433,157,295,0,107600,107600,411.23,4.3,1394.0,31.1347936852985,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
434,153,197,0,107600,107600,439.0,4.3,1394.0,31.1347936852985,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
435,122,661,0,107600,107600,649.99,4.5,1308.0,32.29658444659455,0.0,1,5,1,1.0,1,0,1,0,1.0,Trivial Many
436,99,163,0,107600,107600,569.0,4.2,2839.0,33.39654919085206,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
437,92,394,0,107600,107600,173.99,4.1,3698.0,33.684852946513054,0.0,2,2,1,1.0,1,0,1,0,1.0,Trivial Many
438,86,374,0,107600,107600,199.0,4.1,3698.0,33.684852946513054,0.0,2,2,1,1.0,1,0,1,0,1.0,Trivial Many
439,82,73,0,107600,107600,514.95,4.4,2502.0,34.43107928229981,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
440,70,85,0,107600,107600,514.95,4.4,2502.0,34.43107928229981,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
441,48,131,0,107600,107600,379.0,4.2,4912.0,35.69848813510832,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
442,45,118,0,107600,107600,393.0,4.2,4912.0,35.69848813510832,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
443,278,157,0,107600,107600,560.95,4.3,527.0,26.957114019936924,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
444,552,786,0,107600,107600,1089.0,4.1,72.0,17.5908837087084,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
445,551,586,0,107600,107600,799.95,4.1,72.0,17.5908837087084,0.0,2,5,1,8.0,0,0,1,0,1.0,Trivial Many
446,543,180,0,107600,107600,300.0,4.2,72.0,18.019929652823244,0.0,2,3,1,3.0,1,0,1,0,1.0,Trivial Many
447,533,762,0,107600,107600,579.49,4.0,100.0,18.46048206736504,0.0,2,5,1,1.0,1,1,1,1,1.0,Trivial Many
448,519,829,0,107600,107600,1819.99,4.3,95.0,19.626697223311695,0.0,2,6,1,1.0,1,1,1,1,1.0,Trivial Many
449,515,889,0,107600,107600,599.99,4.7,67.0,19.831686214327704,0.0,1,5,1,1.0,1,0,1,0,1.0,Trivial Many
450,514,65,0,107600,107600,999.99,3.5,306.0,20.043967116555187,0.0,3,5,1,8.0,0,0,1,0,1.0,Trivial Many
451,510,885,0,107600,107600,499.99,3.6,270.0,20.167627755166926,0.0,3,4,1,8.0,0,0,1,0,1.0,Trivial Many
452,507,589,0,107600,107600,581.99,4.4,100.0,20.306530274101544,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
453,503,624,0,107600,107600,1039.99,4.4,103.0,20.435319956222042,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
454,493,871,0,107600,107600,1749.0,4.5,96.0,20.586199403265223,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
455,475,305,0,107600,107600,219.89,4.2,166.0,21.495574012150374,0.0,2,3,1,3.0,1,1,1,0,1.0,Trivial Many
456,33,644,0,107600,107600,1099.0,4.8,3577.0,39.27628446752959,0.0,1,6,1,1.0,1,1,1,1,1.0,Trivial Many
457,271,300,0,107600,107600,771.19,4.3,527.0,26.957114019936924,0.0,2,5,1,,1,0,0,0,1.0,Trivial Many
458,254,161,0,107600,107600,563.0,4.0,1137.0,28.148110458745105,0.0,2,5,1,3.0,1,0,1,0,1.0,Trivial Many
459,248,177,0,107600,107600,1619.0,4.0,1137.0,28.148110458745105,0.0,2,6,1,4.0,1,0,0,0,1.0,Trivial Many
460,237,175,0,107600,107600,718.0,4.2,964.0,28.86293802562374,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
461,223,840,0,107600,107600,529.0,4.2,1020.0,29.099858836291595,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
462,221,658,0,107600,107600,519.0,4.2,1020.0,29.099858836291595,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
463,218,844,0,107600,107600,375.0,4.2,1020.0,29.099858836291595,0.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
464,206,620,0,107600,107600,1279.0,4.5,713.0,29.568973330528127,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
465,191,350,0,107600,107600,365.0,4.1,1496.0,29.975995376120476,0.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
466,375,319,0,107600,107600,221.99,4.1,449.0,25.047915089333898,0.0,2,3,1,3.0,1,1,1,0,1.0,Trivial Many
467,368,475,0,107600,107600,949.0,4.1,458.0,25.129105861248235,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
468,357,206,0,107600,107600,279.0,4.2,444.0,25.61191198509821,0.0,2,3,1,8.0,0,0,1,0,1.0,Trivial Many
657,715,636,0,107600,107600,1649.0,5.0,4.0,8.047189562170502,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
658,402,800,0,107600,107600,729.97,4.6,167.0,23.57023430525499,0.0,1,5,1,5.0,1,0,1,0,1.0,Trivial Many
659,389,361,0,107600,107600,379.35,4.1,385.0,24.418933214805804,0.0,2,4,1,3.0,1,0,1,0,1.0,Trivial Many
660,383,910,0,107600,107600,499.0,4.5,244.0,24.755661947451273,0.0,1,4,1,1.0,1,0,1,0,1.0,Trivial Many
661,757,621,0,107600,107600,1149.99,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
662,756,958,0,107600,107600,1929.0,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
663,752,754,0,107600,107600,669.0,0.0,0.0,0.0,0.0,5,5,1,3.0,1,0,1,0,1.0,Trivial Many
664,751,946,0,107600,107600,1348.99,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
665,744,828,0,107600,107600,1251.24,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
666,743,857,0,107600,107600,369.99,0.0,0.0,0.0,0.0,5,4,1,1.0,1,0,1,0,1.0,Trivial Many
667,741,862,0,107600,107600,246.88,0.0,0.0,0.0,0.0,5,3,1,1.0,1,0,1,0,1.0,Trivial Many
668,736,809,0,107600,107600,1189.99,0.0,0.0,0.0,0.0,5,6,1,1.0,1,0,1,0,1.0,Trivial Many
669,725,223,0,107600,107600,2199.0,2.5,3.0,3.4657359027997265,0.0,4,6,1,1.0,1,0,1,0,1.0,Trivial Many
670,403,799,0,107600,107600,729.97,4.6,167.0,23.57023430525499,0.0,1,5,1,5.0,1,0,1,0,1.0,Trivial Many
671,714,635,0,107600,107600,1549.0,5.0,4.0,8.047189562170502,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
672,702,879,0,107600,107600,999.0,4.1,9.0,9.440598881275587,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
673,694,26,0,107600,107600,399.0,5.0,6.0,9.729550745276565,0.0,1,4,1,1.0,1,0,1,0,1.0,Trivial Many
674,689,915,0,107600,107600,699.99,3.7,14.0,10.019785744078177,0.0,3,5,1,1.0,1,0,1,0,1.0,Trivial Many
675,684,516,0,107600,107600,1272.69,4.5,9.0,10.361632918473207,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
676,683,515,0,107600,107600,1039.99,4.5,9.0,10.361632918473207,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
677,679,880,0,107600,107600,359.0,4.0,14.0,10.83220080440884,0.0,2,4,1,1.0,1,0,1,0,1.0,Trivial Many
678,677,769,0,107600,107600,1899.99,5.0,8.0,10.986122886681098,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
679,675,956,0,107600,107600,1499.99,5.0,8.0,10.986122886681098,0.0,1,6,1,1.0,1,0,1,0,1.0,Trivial Many
680,665,826,0,107600,107600,1039.99,4.4,15.0,12.199390377855037,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
681,557,717,0,107600,107600,339.0,4.2,59.0,17.196247161332824,0.0,2,4,1,8.0,0,0,1,0,1.0,Trivial Many
682,537,139,0,107600,107600,919.95,4.4,61.0,18.159391294198404,0.0,2,5,1,1.0,1,0,1,0,1.0,Trivial Many
683,584,723,0,107600,107600,1163.99,4.0,48.0,15.567281192442506,0.0,2,6,1,1.0,1,0,1,0,1.0,Trivial Many
