product_id,sale,revenue,price,date,month,year,monthly_sale_share_pct,monthly_revenue_share_pct,yearly_sale_share_pct,yearly_revenue_share_pct
42,400,111600.0,279.0,2025-06-26,6,2025,0.001681,0.001520656607,8.1e-05,6.6388495e-05
363,1400,513800.0,367.0,2025-10-25,10,2025,0.003207,0.00326673031,0.000284,0.000305648825
743,300,810000.0,2700.0,2025-10-29,10,2025,0.000687,0.005149964093,6.1e-05,0.000481851982
743,200,537000.0,2685.0,2025-11-04,11,2025,0.000477,0.002836543769,4.1e-05,0.000319450018
178,100,22600.0,226.0,2025-03-05,3,2025,0.000287,0.000220112111,2e-05,1.3444265e-05
443,400,99000.0,247.5,2025-11-07,11,2025,0.000955,0.000522938237,8.1e-05,5.889302e-05
443,200,45200.0,226.0,2025-12-03,12,2025,0.000262,0.000157305838,4.1e-05,2.688853e-05
264,300,54000.0,180.0,2025-06-12,6,2025,0.001261,0.000735801584,6.1e-05,3.2123465e-05
264,1800,314100.0,174.5,2025-07-06,7,2025,0.003476,0.001709262642,0.000365,0.000186851491
264,700,139300.0,199.0,2025-09-07,9,2025,0.00311,0.00190930853,0.000142,8.2866643e-05
140,50,35000.0,700.0,2025-11-14,11,2025,0.000119,0.000184877154,1e-05,2.0820765e-05
67,1500,244200.0,162.8,2025-05-25,5,2025,0.004867,0.002363849939,0.000304,0.000145269449
261,400,100000.0,250.0,2025-02-28,2,2025,0.001719,0.001205475753,8.1e-05,5.9487899e-05
261,100,25000.0,250.0,2025-04-15,4,2025,0.000274,0.0002732121,2e-05,1.4871975e-05
830,300,42000.0,140.0,2025-11-03,11,2025,0.000716,0.000221852585,6.1e-05,2.4984918e-05
713,50,77500.0,1550.0,2025-10-15,10,2025,0.000115,0.000492743478,1e-05,4.6103122e-05
183,500,140500.0,281.0,2025-08-16,8,2025,0.001634,0.00123708381,0.000101,8.3580498e-05
338,150,178500.0,1190.0,2025-05-19,5,2025,0.000487,0.00172787557,3e-05,0.0001061859
151,100,35100.0,351.0,2025-08-20,8,2025,0.000327,0.000309050831,2e-05,2.0880253e-05
113,200,62300.0,311.5,2024-12-14,12,2024,0.000383,0.000392507455,0.000383,0.000392507455
102,600,169800.0,283.0,2025-12-10,12,2025,0.000785,0.000590940959,0.000122,0.000101010453
94,50,15200.0,304.0,2025-01-05,1,2025,6.5e-05,6.8175575e-05,1e-05,9.042161e-06
111,100,45500.0,455.0,2025-12-10,12,2025,0.000131,0.000158349904,2e-05,2.7066994e-05
116,200,71900.0,359.5,2025-03-03,3,2025,0.000574,0.000700268176,4.1e-05,4.2771799e-05
116,300,107700.0,359.0,2025-12-03,12,2025,0.000392,0.000374819442,6.1e-05,6.4068467e-05
116,50,27450.0,549.0,2025-12-11,12,2025,6.5e-05,9.5531975e-05,1e-05,1.6329428e-05
22,1600,156400.0,97.75,2025-04-07,4,2025,0.004388,0.001709214898,0.000324,9.3039074e-05
22,24000,2604000.0,108.5,2025-12-08,12,2025,0.031397,0.009062486786,0.004867,0.00154906489
931,1000,1993500.0,1993.5,2025-11-14,11,2025,0.002387,0.010530074495,0.000203,0.001185891267
389,50,30700.0,614.0,2025-08-26,8,2025,0.000163,0.000270309416,1e-05,1.8262785e-05
156,300,148500.0,495.0,2025-07-16,7,2025,0.000579,0.000808104114,6.1e-05,8.833953e-05
6,21000,3554999.994,169.285714,2025-04-29,4,2025,0.057597,0.038850760555,0.004258,0.002114794806
393,1000,205000.0,205.0,2025-01-29,1,2025,0.001297,0.000919473209,0.000203,0.000121950193
395,800,164000.0,205.0,2025-03-15,3,2025,0.002297,0.001597273727,0.000162,9.7560154e-05
370,900,202500.0,225.0,2025-01-16,1,2025,0.001167,0.000908260121,0.000183,0.000120462996
370,4500,1102500.0,245.0,2025-04-10,4,2025,0.012342,0.01204865361,0.000913,0.000655854087
353,2000,684000.0,342.0,2025-09-08,9,2025,0.008887,0.009375212022,0.000406,0.000406897229
81,150,62250.0,415.0,2024-12-20,12,2024,0.000287,0.000392192441,0.000287,0.000392192441
81,250,103750.0,415.0,2024-12-31,12,2024,0.000478,0.000653654068,0.000478,0.000653654068
81,500,174500.0,349.0,2025-07-02,7,2025,0.000966,0.000949590356,0.000101,0.000103806384
89,150,58800.0,392.0,2025-07-28,7,2025,0.00029,0.000319976579,3e-05,3.4978885e-05
99,1000,74000.0,74.0,2025-12-11,12,2025,0.001308,0.000257536107,0.000203,4.4021045e-05
174,300,240900.0,803.0,2025-02-27,2,2025,0.001289,0.002903991089,6.1e-05,0.000143306349
376,3000,2646000.0,882.0,2025-04-17,4,2025,0.008228,0.028916768665,0.000608,0.001574049808
376,1500,1243500.0,829.0,2025-07-04,7,2025,0.002897,0.006766851624,0.000304,0.000739732024
123,200,36500.0,182.5,2025-03-02,3,2025,0.000574,0.000355490799,4.1e-05,2.1713083e-05
123,600,112200.0,187.0,2025-08-27,8,2025,0.001961,0.000987906075,0.000122,6.6745423e-05
626,300,165300.0,551.0,2025-08-13,8,2025,0.00098,0.001455444511,6.1e-05,9.8333497e-05
477,150,100500.0,670.0,2025-09-25,9,2025,0.000667,0.001377498258,3e-05,5.9785339e-05
477,150,100500.0,670.0,2025-11-07,11,2025,0.000358,0.000530861543,3e-05,5.9785339e-05
612,400,198000.0,495.0,2025-07-05,7,2025,0.000772,0.001077472152,8.1e-05,0.00011778604
612,1000,499500.0,499.5,2025-07-16,7,2025,0.001931,0.002718168384,0.000203,0.000297142056
612,2100,1074500.0007,511.666667,2025-08-04,8,2025,0.006863,0.009460829574,0.000426,0.000639197475
611,50,28750.0,575.0,2025-07-12,7,2025,9.7e-05,0.000156451133,1e-05,1.7102771e-05
613,900,379800.0,422.0,2025-11-21,11,2025,0.002149,0.002006181236,0.000183,0.00022593504
30,500,189500.0,379.0,2024-12-16,12,2024,0.000957,0.001193903093,0.000957,0.001193903093
30,1000,288500.0,288.5,2025-07-10,7,2025,0.001931,0.001569953111,0.000203,0.000171622589
30,300,85500.0,285.0,2025-08-09,8,2025,0.00098,0.000752816127,6.1e-05,5.0862154e-05
29,600,162900.0,271.5,2025-05-14,5,2025,0.001947,0.001576867957,0.000122,9.6905787e-05
29,1000,271500.0,271.5,2025-05-15,5,2025,0.003245,0.002628113261,0.000203,0.000161509646
29,500,124500.0,249.0,2025-11-20,11,2025,0.001194,0.000657634449,0.000101,7.4062434e-05
42,300,92100.0,307.0,2025-03-15,3,2025,0.000861,0.00089700555,6.1e-05,5.4788355e-05
56,50,15500.0,310.0,2025-07-14,7,2025,9.7e-05,8.4347567e-05,1e-05,9.220624e-06
834,100,27000.0,270.0,2025-11-10,11,2025,0.000239,0.000142619519,2e-05,1.6061733e-05
158,300,86700.0,289.0,2025-12-09,12,2025,0.000392,0.000301734871,6.1e-05,5.1576008e-05
363,1800,592200.0,329.0,2025-07-24,7,2025,0.003476,0.003222621256,0.000365,0.000352287338
743,150,345000.0,2300.0,2025-11-20,11,2025,0.000358,0.001822360522,3e-05,0.000205233252
587,800,1532800.0,1916.0,2025-11-26,11,2025,0.00191,0.008096562922,0.000162,0.000911830516
178,500,98000.0,196.0,2025-01-29,1,2025,0.000649,0.000439553046,0.000101,5.8298141e-05
264,900,171000.0,190.0,2025-07-24,7,2025,0.001738,0.000930544132,0.000183,0.000101724307
320,100,24600.0,246.0,2025-05-27,5,2025,0.000324,0.000238127389,2e-05,1.4634023e-05
275,150,27450.0,183.0,2025-02-24,2,2025,0.000645,0.000330903094,3e-05,1.6329428e-05
140,300,211500.0,705.0,2025-11-13,11,2025,0.000716,0.001117186233,6.1e-05,0.000125816906
67,900,123300.0,137.0,2025-08-25,8,2025,0.002941,0.001085640098,0.000183,7.3348579e-05
538,900,734400.0,816.0,2025-07-10,7,2025,0.001738,0.003996442165,0.000183,0.00043687913
182,150,35850.0,239.0,2025-07-15,7,2025,0.00029,0.000195087761,3e-05,2.1326412e-05
183,200,47700.0,238.5,2025-04-28,4,2025,0.000549,0.000521288687,4.1e-05,2.8375728e-05
183,500,136500.0,273.0,2025-07-27,7,2025,0.000966,0.000742802772,0.000101,8.1200982e-05
154,150,20700.0,138.0,2025-09-11,9,2025,0.000667,0.000283723522,3e-05,1.2313995e-05
41,100,10100.0,101.0,2025-01-30,1,2025,0.00013,4.5300875e-05,2e-05,6.008278e-06
41,200,19400.0,97.0,2025-08-21,8,2025,0.000654,0.000170814419,4.1e-05,1.1540652e-05
33,100,15800.0,158.0,2025-11-13,11,2025,0.000239,8.345883e-05,2e-05,9.399088e-06
315,50,19950.0,399.0,2024-12-23,12,2024,9.6e-05,0.000125690589,9.6e-05,0.000125690589
268,50,29000.0,580.0,2025-01-20,1,2025,6.5e-05,0.00013007182,1e-05,1.7251491e-05
100,1500,439500.0,293.0,2025-01-12,1,2025,0.001946,0.001971260856,0.000304,0.000261449316
100,200,48400.0,242.0,2025-09-25,9,2025,0.000889,0.000663392196,4.1e-05,2.8792143e-05
100,1000,246000.0,246.0,2025-10-31,10,2025,0.00229,0.001564063169,0.000203,0.000146340232
114,150,46849.99995,312.333333,2025-11-01,11,2025,0.000358,0.000247471276,3e-05,2.7870081e-05
95,400,156600.0,391.5,2025-12-09,12,2025,0.000523,0.000545002086,8.1e-05,9.315805e-05
95,900,334800.0,372.0,2025-12-10,12,2025,0.001177,0.001165176873,0.000183,0.000199165486
94,50,13250.0,265.0,2025-09-22,9,2025,0.000222,0.000181610467,1e-05,7.882147e-06
111,200,64500.0,322.5,2025-12-04,12,2025,0.000262,0.000224474039,4.1e-05,3.8369695e-05
93,200,64200.0,321.0,2025-07-16,7,2025,0.000386,0.000349362183,4.1e-05,3.8191231e-05
124,50,14500.0,290.0,2024-12-24,12,2024,9.6e-05,9.1354063e-05,9.6e-05,9.1354063e-05
104,600,163200.0,272.0,2025-05-03,5,2025,0.001947,0.001579771949,0.000122,9.7084251e-05
104,900,249000.0003,276.666667,2025-06-06,6,2025,0.003782,0.003392862864,0.000183,0.000148124869
104,100,26200.0,262.0,2025-11-09,11,2025,0.000239,0.000138393756,2e-05,1.558583e-05
417,1800,404100.0,224.5,2025-03-19,3,2025,0.005167,0.00393572142,0.000365,0.0002403906
100,800,236000.0,295.0,2025-01-29,1,2025,0.001038,0.001058515499,0.000162,0.000140391442
95,50,16450.0,329.0,2025-01-17,1,2025,6.5e-05,7.3782118e-05,1e-05,9.785759e-06
111,100,26900.0,269.0,2025-11-29,11,2025,0.000239,0.000142091299,2e-05,1.6002245e-05
116,50,16450.0,329.0,2025-06-12,6,2025,0.00021,0.000224146964,1e-05,9.785759e-06
22,400,36800.0,92.0,2025-08-13,8,2025,0.001307,0.000324019105,8.1e-05,2.1891547e-05
22,400,31200.0,78.0,2025-10-09,10,2025,0.000916,0.000198368987,8.1e-05,1.8560224e-05
22,2000,176000.0,88.0,2025-11-21,11,2025,0.004775,0.000929667976,0.000406,0.000104698702
154,100,13800.0,138.0,2025-09-10,9,2025,0.000444,0.000189149014,2e-05,8.20933e-06
185,500,197500.0,395.0,2025-01-07,1,2025,0.000649,0.000885833945,0.000101,0.000117488601
185,200,76500.0,382.5,2025-02-28,2,2025,0.00086,0.000922188951,4.1e-05,4.5508243e-05
184,50,21100.0,422.0,2025-09-09,9,2025,0.000222,0.000289206102,1e-05,1.2551947e-05
184,50,17900.0,358.0,2025-10-08,10,2025,0.000115,0.000113807848,1e-05,1.0648334e-05
187,300,90000.0,300.0,2025-11-13,11,2025,0.000716,0.000475398397,6.1e-05,5.3539109e-05
192,50,20400.0,408.0,2024-12-30,12,2024,9.6e-05,0.000128525716,9.6e-05,0.000128525716
189,100,50100.0,501.0,2024-12-18,12,2024,0.000191,0.000315644037,0.000191,0.000315644037
188,50,20500.0,410.0,2024-12-30,12,2024,9.6e-05,0.000129155744,9.6e-05,0.000129155744
188,100,37450.0,374.5,2025-04-26,4,2025,0.000274,0.000409271726,2e-05,2.2278218e-05
274,150,47100.0,314.0,2025-08-18,8,2025,0.00049,0.000414709235,3e-05,2.80188e-05
186,2100,658700.0007,313.666667,2025-08-29,8,2025,0.006863,0.005799765885,0.000426,0.000391846791
186,300,94500.0,315.0,2025-11-28,11,2025,0.000716,0.000499168317,6.1e-05,5.6216065e-05
20,3000,376500.0,125.5,2025-01-10,1,2025,0.003891,0.00168869104,0.000608,0.00022397194
20,1000,101000.0,101.0,2025-08-03,8,2025,0.003268,0.000889291565,0.000203,6.0082778e-05
20,600,58200.0,97.0,2025-09-10,9,2025,0.002666,0.000797715409,0.000122,3.4621957e-05
20,800,74400.0,93.0,2025-10-02,10,2025,0.001832,0.000473033739,0.000162,4.4258997e-05
225,700,121800.0,174.0,2025-05-19,5,2025,0.002271,0.001179020977,0.000142,7.2456261e-05
225,200,37800.0,189.0,2025-06-04,6,2025,0.000841,0.000515061109,4.1e-05,2.2486426e-05
37,100,15650.0,156.5,2025-09-20,9,2025,0.000444,0.000214505948,2e-05,9.309856e-06
37,100,14850.0,148.5,2025-10-11,10,2025,0.000229,9.4416008e-05,2e-05,8.833953e-06
37,200,29800.0,149.0,2025-10-12,10,2025,0.000458,0.000189467815,4.1e-05,1.7727394e-05
48,600,103200.0,172.0,2025-07-13,7,2025,0.001159,0.000561591546,0.000122,6.1391512e-05
40,600,186300.0,310.5,2024-12-22,12,2024,0.001148,0.001173742196,0.001148,0.001173742196
40,50,12500.0,250.0,2025-06-20,6,2025,0.00021,0.000170324441,1e-05,7.435987e-06
40,100,21800.0,218.0,2025-08-10,8,2025,0.000327,0.0001919461,2e-05,1.2968362e-05
40,100,22500.0,225.0,2025-11-01,11,2025,0.000239,0.000118849599,2e-05,1.3384777e-05
39,200,43000.0,215.0,2025-01-19,1,2025,0.000259,0.000192865112,4.1e-05,2.5579797e-05
39,1800,276300.0,153.5,2025-09-29,9,2025,0.007998,0.003787092225,0.000365,0.000164365065
39,900,143100.0,159.0,2025-10-04,10,2025,0.002061,0.00090982699,0.000183,8.5127183e-05
39,1500,235000.0005,156.666667,2025-10-08,10,2025,0.003436,0.001494125388,0.000304,0.000139796563
39,500,74500.0,149.0,2025-10-25,10,2025,0.001145,0.000473669537,0.000101,4.4318485e-05
39,1800,267300.0,148.5,2025-11-01,11,2025,0.004297,0.001411933239,0.000365,0.000159011154
416,50,13500.0,270.0,2025-10-04,10,2025,0.000115,8.5832735e-05,1e-05,8.030866e-06
380,17000,3230000.0,190.0,2025-06-04,6,2025,0.071444,0.044011835487,0.003447,0.001921459138
378,16000,2880000.0,180.0,2025-06-20,6,2025,0.067241,0.039242751146,0.003244,0.001713251492
378,38000,6023000.0,158.5,2025-10-03,10,2025,0.087036,0.038294115721,0.007706,0.003582956158
378,19000,3040000.0,160.0,2025-10-05,10,2025,0.043518,0.019328260301,0.003853,0.00180843213
392,100,27200.0,272.0,2025-01-10,1,2025,0.00013,0.000121998397,2e-05,1.6180709e-05
392,10100,1969500.0,195.0,2025-11-20,11,2025,0.024114,0.010403301589,0.002048,0.001171614171
23,1500,226500.0,151.0,2025-01-13,1,2025,0.001946,0.001015905765,0.000304,0.000134740091
23,300,39000.0,130.0,2025-01-22,1,2025,0.000389,0.000174924171,6.1e-05,2.3200281e-05
23,1500,149500.0005,99.666667,2025-08-06,8,2025,0.004902,0.001316327618,0.000304,8.8934409e-05
23,2000,215000.0,107.5,2025-12-04,12,2025,0.002616,0.000748246797,0.000406,0.000127898983
24,1000,138000.0,138.0,2025-02-21,2,2025,0.004298,0.001663556539,0.000203,8.2093301e-05
24,1500,213000.0,142.0,2025-02-22,2,2025,0.006447,0.002567663354,0.000304,0.000126709225
24,6000,888000.0,148.0,2025-12-03,12,2025,0.007849,0.003090433282,0.001217,0.000528252543
269,400,96000.0,240.0,2025-07-02,7,2025,0.000772,0.000522410741,8.1e-05,5.7108383e-05
269,700,196000.0,280.0,2025-09-27,9,2025,0.00311,0.002686464263,0.000142,0.000116596282
269,300,84000.0,280.0,2025-09-28,9,2025,0.001333,0.001151341827,6.1e-05,4.9969835e-05
269,500,140000.0,280.0,2025-10-05,10,2025,0.001145,0.000890117251,0.000101,8.3283059e-05
230,400,64000.0,160.0,2025-07-01,7,2025,0.000772,0.000348273827,8.1e-05,3.8072255e-05
230,3000,387000.0,129.0,2025-11-24,11,2025,0.007162,0.002044213107,0.000608,0.000230218169
271,1400,381500.0,272.5,2025-09-04,9,2025,0.006221,0.005229010799,0.000284,0.000226946335
271,1500,407500.0005,271.666667,2025-09-20,9,2025,0.006665,0.005585378514,0.000304,0.000242413189
14,1000,102000.0,102.0,2025-09-22,9,2025,0.004443,0.001398057933,0.000203,6.0677657e-05
