product_id,recent_month_sale,price,recent_month_revenue,availability_id,is_fba,is_prime,is_free_shipping,is_new,condition_id,price_range_id
371,0,0.0,0.0,2,0,1,0,1,,
372,0,1499.0,0.0,1,0,0,0,1,4.0,6.0
373,50,220.0,11000.0,1,0,0,1,1,1.0,3.0
374,0,199.0,0.0,1,0,0,1,1,1.0,2.0
375,100,245.0,24500.0,1,0,0,1,1,1.0,3.0
376,300,1049.0,314700.0,1,0,0,1,1,1.0,6.0
377,0,0.0,0.0,2,0,1,0,1,,
378,10000,149.99,1499900.0,1,1,1,1,1,1.0,2.0
379,4000,199.99,799960.0,1,1,1,1,1,1.0,2.0
380,10000,159.99,1599900.0,1,1,1,1,1,1.0,2.0
381,0,415.0,0.0,1,0,0,1,1,1.0,4.0
382,50,479.0,23950.0,1,0,0,0,1,,4.0
383,50,434.99,21749.5,1,0,0,1,1,1.0,4.0
384,500,335.99,167995.0,1,0,0,0,1,,4.0
385,0,0.0,0.0,2,0,1,0,1,,
386,0,0.0,0.0,2,0,1,0,1,,
387,100,459.96,45996.0,1,0,0,1,1,3.0,4.0
388,50,589.0,29450.0,1,0,0,1,1,3.0,5.0
389,0,609.95,0.0,1,0,0,1,1,3.0,5.0
390,200,237.71,47542.0,1,1,1,1,1,1.0,3.0
391,50,170.56,8528.0,1,1,0,1,0,8.0,2.0
392,200,237.71,47542.0,1,1,1,1,1,1.0,3.0
393,0,240.0,0.0,1,0,0,1,1,1.0,3.0
394,0,173.99,0.0,1,0,0,1,1,1.0,2.0
395,200,219.99,43998.0,1,0,0,1,1,1.0,3.0
396,0,330.05,0.0,1,0,0,1,1,3.0,4.0
397,0,326.28,0.0,1,0,0,1,1,3.0,4.0
398,0,369.98,0.0,1,0,0,1,1,3.0,4.0
399,0,406.78,0.0,1,0,0,1,1,3.0,4.0
400,0,406.78,0.0,1,0,0,1,1,3.0,4.0
401,0,279.0,0.0,1,0,0,1,1,3.0,3.0
402,0,289.0,0.0,1,0,0,1,1,3.0,3.0
403,0,269.0,0.0,1,0,0,1,1,3.0,3.0
404,0,332.03,0.0,1,0,0,1,1,3.0,4.0
405,0,239.0,0.0,1,0,0,1,1,3.0,3.0
406,0,286.12,0.0,1,0,0,1,1,3.0,3.0
407,100,269.0,26900.0,1,0,0,1,1,3.0,3.0
408,0,452.78,0.0,1,0,0,1,1,3.0,4.0
409,0,378.03,0.0,1,0,0,1,1,3.0,4.0
410,0,304.78,0.0,1,0,0,1,1,3.0,4.0
411,0,297.53,0.0,1,0,0,1,1,3.0,3.0
412,0,322.03,0.0,1,0,0,1,1,3.0,4.0
413,0,360.78,0.0,1,0,0,1,1,3.0,4.0
414,0,0.0,0.0,2,0,1,0,1,,
415,0,339.0,0.0,1,0,0,1,1,1.0,4.0
416,100,220.49,22049.0,1,1,1,1,1,1.0,3.0
417,400,222.19,88876.0,1,1,1,1,1,1.0,3.0
418,0,1499.99,0.0,1,0,0,1,1,1.0,6.0
419,0,299.99,0.0,1,1,0,1,1,3.0,3.0
420,50,474.99,23749.5,1,1,1,1,1,1.0,4.0
421,0,0.0,0.0,2,0,1,0,1,,
422,0,0.0,0.0,2,0,1,0,1,,
423,0,0.0,0.0,2,0,1,0,1,,
424,0,0.0,0.0,2,0,1,0,1,,
425,0,0.0,0.0,2,0,1,0,1,,
426,0,0.0,0.0,2,0,1,0,1,,
427,300,595.0,178500.0,1,0,0,1,1,1.0,5.0
428,100,505.0,50500.0,1,0,0,1,1,1.0,5.0
429,0,0.0,0.0,2,0,1,0,1,,
430,0,0.0,0.0,2,0,1,0,1,,
431,0,0.0,0.0,2,0,1,0,1,,
432,0,0.0,0.0,2,0,1,0,1,,
433,10000,0.0,0.0,2,0,1,0,1,,
434,0,0.0,0.0,2,0,1,0,1,,
435,0,0.0,0.0,2,0,1,0,1,,
436,0,0.0,0.0,2,0,1,0,1,,
437,0,0.0,0.0,2,0,1,0,1,,
438,0,0.0,0.0,2,0,1,0,1,,
439,0,0.0,0.0,3,0,1,0,1,,
440,0,580.0,0.0,1,0,0,1,1,1.0,5.0
441,0,0.0,0.0,3,0,1,0,1,,
442,100,503.49,50349.0,1,1,1,1,1,1.0,5.0
443,500,239.99,119995.0,1,1,0,1,1,3.0,3.0
444,0,599.99,0.0,1,1,1,1,1,1.0,5.0
445,0,0.0,0.0,2,0,1,0,1,,
446,50,559.99,27999.5,1,1,1,1,1,1.0,5.0
447,0,419.99,0.0,1,1,1,1,1,1.0,4.0
448,0,879.0,0.0,1,0,0,1,1,1.0,5.0
449,0,0.0,0.0,2,0,1,0,1,,
450,0,835.9,0.0,1,0,0,1,1,1.0,5.0
451,0,1149.99,0.0,1,0,0,1,1,1.0,6.0
452,0,1049.0,0.0,1,0,0,1,1,1.0,6.0
453,0,949.0,0.0,1,0,0,1,1,1.0,5.0
454,0,949.0,0.0,1,0,0,1,1,1.0,5.0
455,0,1393.5,0.0,1,0,0,1,1,1.0,6.0
456,0,999.99,0.0,1,0,0,1,0,8.0,5.0
457,0,1299.0,0.0,1,0,0,1,1,1.0,6.0
458,0,989.0,0.0,1,0,0,1,1,1.0,5.0
459,0,0.0,0.0,3,0,1,0,1,,
460,50,979.95,48997.5,1,1,1,1,1,1.0,5.0
461,0,0.0,0.0,3,0,1,0,1,,
462,100,0.0,0.0,3,0,1,0,1,,
463,200,724.88,144976.0,1,1,1,1,1,1.0,5.0
464,200,0.0,0.0,3,0,1,0,1,,
465,100,639.99,63999.0,1,0,0,1,1,1.0,5.0
466,50,629.99,31499.5,1,1,1,1,1,1.0,5.0
467,0,709.0,0.0,1,0,0,1,1,1.0,5.0
468,0,0.0,0.0,2,0,1,0,1,,
469,0,0.0,0.0,3,0,1,0,1,,
470,0,619.99,0.0,1,1,1,1,1,1.0,5.0
471,50,719.0,35950.0,1,0,0,1,1,1.0,5.0
472,50,689.0,34450.0,1,0,0,1,1,1.0,5.0
473,100,618.99,61899.0,1,0,0,1,1,1.0,5.0
474,100,479.99,47999.0,1,0,0,1,1,1.0,4.0
475,0,949.0,0.0,1,0,0,1,1,1.0,5.0
476,0,525.96,0.0,1,0,0,1,1,1.0,5.0
477,50,819.0,40950.0,1,0,0,1,1,1.0,5.0
478,50,399.0,19950.0,1,0,0,1,1,2.0,4.0
479,0,1179.0,0.0,1,0,0,0,1,4.0,6.0
480,0,1299.0,0.0,1,0,0,0,1,4.0,6.0
241,0,399.99,0.0,1,0,0,1,1,5.0,4.0
242,0,0.0,0.0,2,0,1,0,1,,
243,0,0.0,0.0,2,0,1,0,1,,
244,0,309.99,0.0,1,0,0,1,1,5.0,4.0
245,200,439.99,87998.0,1,1,0,1,1,3.0,4.0
246,0,0.0,0.0,2,0,1,0,1,,
247,1000,499.99,499990.0,1,0,0,1,1,1.0,4.0
248,0,0.0,0.0,3,0,1,0,1,,
249,100,0.0,0.0,3,0,1,0,1,,
250,0,0.0,0.0,2,0,1,0,1,,
251,0,0.0,0.0,3,0,1,0,1,,
252,0,0.0,0.0,2,0,1,0,1,,
253,0,0.0,0.0,2,0,1,0,1,,
254,0,0.0,0.0,3,0,1,0,1,,
255,100,0.0,0.0,2,0,1,0,1,,
256,50,0.0,0.0,3,0,1,0,1,,
257,0,0.0,0.0,3,0,1,0,1,,
258,0,525.72,0.0,1,1,0,1,0,8.0,5.0
259,0,0.0,0.0,2,0,1,0,1,,
260,100,639.99,63999.0,1,1,1,1,1,1.0,5.0
261,300,349.99,104997.0,1,0,0,1,1,3.0,4.0
262,50,395.25,19762.5,1,0,0,1,1,3.0,4.0
263,500,249.99,124995.0,1,1,0,1,1,3.0,3.0
264,100,286.67,28667.0,1,0,0,1,1,3.0,3.0
265,0,436.0,0.0,1,0,0,1,0,8.0,4.0
266,100,669.95,66995.0,1,0,0,1,1,3.0,5.0
267,0,0.0,0.0,2,0,1,0,1,,
268,0,541.49,0.0,1,1,1,0,1,,5.0
269,100,342.3,34230.0,1,0,0,1,1,3.0,4.0
270,0,319.85,0.0,1,0,0,1,1,3.0,4.0
271,50,341.5,17075.0,1,0,0,1,1,3.0,4.0
272,50,0.0,0.0,3,0,1,0,1,,
273,500,285.9,142950.0,1,0,0,0,1,1.0,3.0
274,100,349.0,34900.0,1,0,0,1,1,3.0,4.0
275,0,229.99,0.0,1,1,0,1,1,3.0,3.0
276,50,1239.57,61978.5,1,0,0,0,1,1.0,6.0
277,3000,167.99,503970.0,1,0,0,1,1,1.0,2.0
278,0,654.95,0.0,1,0,0,1,1,3.0,5.0
279,0,654.95,0.0,1,0,0,1,1,3.0,5.0
280,0,719.95,0.0,1,0,0,1,1,3.0,5.0
281,50,659.96,32998.0,1,0,0,1,1,3.0,5.0
282,0,714.95,0.0,1,0,0,1,1,3.0,5.0
283,0,655.41,0.0,1,0,0,1,1,3.0,5.0
284,2000,39.99,79980.0,1,1,1,1,1,1.0,1.0
285,0,638.95,0.0,1,0,0,1,1,3.0,5.0
286,0,699.95,0.0,1,0,0,1,1,3.0,5.0
287,50,599.95,29997.500000000004,1,0,0,1,1,3.0,5.0
288,50,699.95,34997.5,1,0,0,1,1,3.0,5.0
289,200,569.99,113998.0,1,1,1,1,1,1.0,5.0
290,0,0.0,0.0,2,0,1,0,1,,
291,0,669.95,0.0,1,0,0,1,1,3.0,5.0
292,0,749.95,0.0,1,0,0,1,1,3.0,5.0
293,0,789.95,0.0,1,0,0,1,1,3.0,5.0
294,0,759.95,0.0,1,0,0,1,1,3.0,5.0
295,0,411.23,0.0,1,0,0,1,1,3.0,4.0
296,50,779.99,38999.5,1,1,0,1,1,3.0,5.0
297,0,799.0,0.0,1,0,0,0,1,4.0,5.0
298,50,775.99,38799.5,1,1,0,1,1,3.0,5.0
299,0,759.99,0.0,1,1,0,1,1,3.0,5.0
300,0,771.19,0.0,1,0,0,0,1,,5.0
301,0,1499.0,0.0,1,0,0,0,1,4.0,6.0
302,0,679.95,0.0,1,1,0,1,1,3.0,5.0
303,0,282.29,0.0,1,1,0,1,1,3.0,3.0
304,0,262.99,0.0,1,1,0,1,1,3.0,3.0
305,0,219.89,0.0,1,1,0,1,1,3.0,3.0
306,0,247.99,0.0,1,1,0,1,1,3.0,3.0
307,0,319.29,0.0,1,1,0,1,1,3.0,4.0
308,100,319.0,31900.0,1,0,0,1,0,3.0,4.0
309,0,719.95,0.0,1,0,0,1,1,3.0,5.0
310,0,270.58,0.0,1,0,0,1,1,3.0,3.0
311,50,332.29,16614.5,1,0,0,1,1,3.0,4.0
312,0,307.99,0.0,1,1,0,1,1,3.0,4.0
313,0,287.0,0.0,1,0,0,1,1,3.0,3.0
314,0,869.99,0.0,1,0,0,1,1,1.0,5.0
315,50,569.99,28499.5,1,0,0,1,1,3.0,5.0
316,0,710.49,0.0,1,0,0,1,1,3.0,5.0
317,0,0.0,0.0,2,0,1,0,1,,
318,0,279.99,0.0,1,0,0,1,1,3.0,3.0
319,0,221.99,0.0,1,1,0,1,1,3.0,3.0
320,50,295.95,14797.5,1,1,0,1,1,3.0,3.0
321,0,262.98,0.0,1,0,0,1,1,3.0,3.0
322,0,559.94,0.0,1,0,0,1,1,3.0,5.0
323,0,319.99,0.0,1,0,0,1,0,3.0,4.0
324,0,370.0,0.0,1,0,0,1,1,3.0,4.0
325,0,285.0,0.0,1,0,0,1,1,3.0,3.0
326,0,255.0,0.0,1,0,0,1,1,3.0,3.0
327,0,270.0,0.0,1,0,0,1,1,3.0,3.0
328,0,255.0,0.0,1,0,0,1,1,3.0,3.0
329,0,388.0,0.0,1,0,0,1,1,3.0,4.0
330,0,327.99,0.0,1,1,0,1,1,3.0,4.0
331,0,295.99,0.0,1,1,0,1,1,3.0,3.0
332,0,239.0,0.0,1,0,0,1,1,3.0,3.0
333,0,0.0,0.0,2,0,1,0,1,,
334,0,0.0,0.0,2,0,1,0,1,,
335,0,399.0,0.0,1,0,0,1,1,1.0,4.0
336,0,449.0,0.0,1,0,0,1,1,1.0,4.0
337,0,399.0,0.0,1,0,0,1,1,1.0,4.0
338,0,1049.99,0.0,1,0,0,1,1,1.0,6.0
339,0,0.0,0.0,2,0,1,0,1,,
340,1000,188.98,188980.0,1,1,1,1,1,1.0,2.0
341,0,1255.0,0.0,1,0,0,1,1,1.0,6.0
342,0,0.0,0.0,2,0,1,0,1,,
343,0,873.99,0.0,1,1,1,1,1,1.0,5.0
344,0,949.0,0.0,1,0,0,0,1,4.0,5.0
345,0,0.0,0.0,2,0,1,0,1,,
346,0,519.96,0.0,1,0,0,1,1,3.0,5.0
347,0,0.0,0.0,2,0,1,0,1,,
348,0,529.95,0.0,1,0,0,1,1,3.0,5.0
349,0,389.0,0.0,1,0,0,1,1,1.0,4.0
350,0,365.0,0.0,1,0,0,1,1,1.0,4.0
351,500,379.04,189520.0,1,0,0,1,1,1.0,4.0
352,0,355.0,0.0,1,0,0,1,1,1.0,4.0
353,200,369.0,73800.0,1,0,0,1,1,1.0,4.0
354,0,359.0,0.0,1,0,0,1,1,1.0,4.0
355,0,449.0,0.0,1,0,0,1,1,1.0,4.0
356,0,1199.0,0.0,1,0,0,0,1,4.0,6.0
357,100,424.09,42409.0,1,1,0,1,1,3.0,4.0
358,0,289.99,0.0,1,1,0,1,1,3.0,3.0
359,50,769.0,38450.0,1,0,0,1,1,1.0,5.0
360,0,348.91,0.0,1,0,0,0,1,,4.0
481,0,689.95,0.0,1,0,0,1,1,3.0,5.0
482,0,479.0,0.0,1,0,0,1,1,3.0,4.0
483,0,619.95,0.0,1,0,0,1,1,3.0,5.0
484,0,1299.0,0.0,1,0,0,0,1,4.0,6.0
485,0,758.21,0.0,1,1,0,1,1,3.0,5.0
486,0,509.5,0.0,1,0,0,1,1,3.0,5.0
487,0,970.0,0.0,1,0,0,0,1,4.0,5.0
488,0,860.0,0.0,1,0,0,0,1,4.0,5.0
489,0,579.95,0.0,1,0,0,0,1,,5.0
490,0,494.0,0.0,1,0,0,1,1,3.0,4.0
491,0,619.95,0.0,1,0,0,1,1,3.0,5.0
492,0,609.95,0.0,1,0,0,1,1,3.0,5.0
493,50,459.0,22950.0,1,0,0,1,1,3.0,4.0
494,0,574.0,0.0,1,0,0,1,1,3.0,5.0
495,0,609.95,0.0,1,0,0,1,1,3.0,5.0
496,0,451.4,0.0,1,0,0,1,1,3.0,4.0
497,0,639.95,0.0,1,0,0,1,1,3.0,5.0
498,0,512.0,0.0,1,0,0,1,1,3.0,5.0
499,0,649.99,0.0,1,0,0,1,1,3.0,5.0
500,0,549.0,0.0,1,0,0,1,1,3.0,5.0
501,0,746.16,0.0,1,1,0,1,1,3.0,5.0
502,50,579.95,28997.500000000004,1,0,0,1,1,3.0,5.0
503,0,619.94,0.0,1,0,0,1,1,3.0,5.0
504,0,1449.0,0.0,1,0,0,0,1,4.0,6.0
505,0,653.89,0.0,1,1,1,1,1,3.0,5.0
506,50,500.0,25000.0,1,0,0,1,1,1.0,4.0
507,100,606.99,60699.0,1,0,0,1,1,1.0,5.0
508,0,0.0,0.0,2,0,1,0,1,,
509,0,0.0,0.0,2,0,1,0,1,,
510,0,0.0,0.0,2,0,1,0,1,,
511,0,0.0,0.0,2,0,1,0,1,,
512,0,519.99,0.0,1,0,0,1,1,5.0,5.0
513,0,0.0,0.0,3,0,1,0,1,,
514,0,1539.99,0.0,1,0,0,1,1,1.0,6.0
515,0,1039.99,0.0,1,0,0,1,1,1.0,6.0
516,0,1272.69,0.0,1,0,0,1,1,1.0,6.0
517,0,1119.99,0.0,1,0,0,1,1,1.0,6.0
518,0,719.95,0.0,1,0,0,1,1,3.0,5.0
519,100,789.99,78999.0,1,1,1,1,1,1.0,5.0
520,0,1249.99,0.0,1,0,0,1,1,1.0,6.0
521,100,398.95,39895.0,1,0,0,1,1,1.0,4.0
522,50,288.95,14447.5,1,0,0,1,1,1.0,3.0
523,50,299.0,14950.0,1,0,0,1,1,1.0,3.0
524,500,339.0,169500.0,1,1,1,1,1,1.0,4.0
525,0,899.0,0.0,1,0,0,1,1,1.0,5.0
526,0,1249.0,0.0,1,0,0,1,1,1.0,6.0
527,0,948.99,0.0,1,0,0,1,1,1.0,5.0
528,0,849.0,0.0,1,0,0,1,1,1.0,5.0
529,0,1049.99,0.0,1,0,0,1,1,1.0,6.0
530,0,1121.24,0.0,1,0,0,1,1,1.0,6.0
531,50,1049.99,52499.5,1,0,0,1,1,1.0,6.0
532,0,799.0,0.0,1,0,0,1,1,1.0,5.0
533,0,999.0,0.0,1,0,0,1,1,1.0,5.0
534,0,749.0,0.0,1,0,0,1,1,1.0,5.0
535,50,899.0,44950.0,1,0,0,1,1,1.0,5.0
536,0,0.0,0.0,2,0,1,0,1,,
537,0,0.0,0.0,2,0,1,0,1,,
538,200,933.0,186600.0,1,0,0,0,1,,5.0
539,0,0.0,0.0,2,0,1,0,1,,
540,0,999.99,0.0,1,1,1,1,1,1.0,5.0
541,50,1624.99,81249.5,1,0,0,1,1,1.0,6.0
542,1000,599.0,599000.0,1,0,0,1,1,3.0,5.0
543,200,1099.0,219800.0,1,1,1,1,1,1.0,6.0
544,50,612.0,30600.0,1,1,1,1,1,1.0,5.0
545,0,0.0,0.0,2,0,1,0,1,,
546,100,529.99,52999.0,1,1,1,1,1,1.0,5.0
547,0,0.0,0.0,2,0,1,0,1,,
548,0,0.0,0.0,2,0,1,0,1,,
549,0,1949.99,0.0,1,0,0,0,1,1.0,6.0
550,0,0.0,0.0,2,0,1,0,1,,
551,100,474.99,47499.0,1,1,1,1,1,1.0,4.0
552,0,1000.0,0.0,1,0,0,1,1,1.0,5.0
553,0,1195.0,0.0,1,0,0,1,1,1.0,6.0
554,0,0.0,0.0,2,0,1,0,1,,
555,100,522.49,52249.0,1,1,1,1,1,1.0,5.0
556,0,0.0,0.0,2,0,1,0,1,,
557,0,0.0,0.0,2,0,1,0,1,,
558,0,0.0,0.0,2,0,1,0,1,,
559,0,0.0,0.0,2,0,1,0,1,,
560,0,0.0,0.0,2,0,1,0,1,,
561,400,2239.0,895600.0,1,1,1,1,1,1.0,6.0
562,500,3599.05,1799525.0,1,1,1,1,1,1.0,6.0
563,100,2616.0,261600.0,1,1,1,1,1,1.0,6.0
564,50,3834.99,191749.5,1,0,0,1,1,1.0,6.0
565,100,3368.0,336800.0,1,0,0,1,1,1.0,6.0
566,300,3299.0,989700.0,1,1,1,1,1,1.0,6.0
567,100,2249.0,224900.0,1,1,1,0,1,,6.0
568,0,0.0,0.0,2,0,1,0,1,,
569,300,2649.0,794700.0,1,1,1,1,1,1.0,6.0
570,0,0.0,0.0,2,0,1,0,1,,
571,0,3048.0,0.0,1,1,1,1,1,1.0,6.0
572,0,3998.05,0.0,1,1,1,1,1,1.0,6.0
573,0,2638.0,0.0,1,1,1,1,1,1.0,6.0
574,0,3015.0,0.0,1,1,1,1,1,1.0,6.0
575,0,2648.0,0.0,1,1,1,1,1,1.0,6.0
576,0,3698.0,0.0,1,1,1,1,1,1.0,6.0
577,0,0.0,0.0,2,0,1,0,1,,
578,0,0.0,0.0,2,0,1,0,1,,
579,0,839.0,0.0,1,0,0,1,1,1.0,5.0
580,0,0.0,0.0,2,0,1,0,1,,
581,0,929.99,0.0,1,0,0,1,1,1.0,5.0
582,50,0.0,0.0,2,0,1,0,1,,
583,0,0.0,0.0,2,0,1,0,1,,
584,0,0.0,0.0,2,0,1,0,1,,
585,0,0.0,0.0,3,0,1,0,1,,
586,0,799.95,0.0,1,0,0,1,0,8.0,5.0
587,200,2049.0,409800.0,1,1,1,1,1,1.0,6.0
588,0,0.0,0.0,2,0,1,0,1,,
589,0,581.99,0.0,1,0,0,1,1,1.0,5.0
590,50,1099.99,54999.5,1,0,0,1,1,1.0,6.0
591,0,1299.99,0.0,1,1,1,1,1,1.0,6.0
592,0,0.0,0.0,2,0,1,0,1,,
593,0,0.0,0.0,2,0,1,0,1,,
594,0,0.0,0.0,2,0,1,0,1,,
595,0,0.0,0.0,2,0,1,0,1,,
596,0,0.0,0.0,2,0,1,0,1,,
