asin,title,rating,total_reviews,manufacturer,recent_month_sales,new_count,used_count,refurbished_count,availability_amazon,return_rate
B0BSJ46KY9,"Lenovo IdeaPad 3i Chromebook, 15.6” FHD Display, Intel Celeron N4500, 8GB RAM, 64GB eMMC, 1920x1080 px, 720p Camera, Chrome OS, Abyss Blue",4.3,1536,Lenovo,8000,42,6,0,0,0
B0BSMDQK79,"Apple 2022 iPad Pro (12.9-inch, Wi-Fi + Cellular, 128GB) - Space Gray (Renewed)",4.3,503,Apple,0,5,7,0,0,0
B0BSMH3CVV,"Apple 2022 iPad Pro 12.9-inch, Wi-Fi + Cellular, 128GB - Silver (Renewed)",4.3,503,Apple,0,2,2,4,0,0
B0BSMKHZ7F,"Apple 2022 iPad Pro (12.9-inch, Wi-Fi + Cellular, 512GB) - Space Gray (Renewed)",4.3,503,Apple,0,1,3,4,0,0
B0BSMM9CB7,"Apple 2022 iPad Pro, 12.9-inch, Wi-Fi + Cellular, 256GB, Space Gray (Renewed)",4.3,503,Apple,0,5,8,13,0,0
B0BSMT25BM,"Apple 2022 iPad Pro (12.9-inch, Wi-Fi + Cellular, 512GB) - Silver (Renewed)",4.3,503,Apple,0,1,2,3,0,0
B0BSMX36ZK,"Apple 2022 iPad Pro, 12.9-inch, Wi-Fi + Cellular, 256GB, Silver (Renewed)",4.3,503,Apple,0,3,1,4,0,0
B0BSN4K54V,"Amazon Fire HD 10 Tablet Protective Cover (Only compatible with 13th generation tablet, 2023 release) - Black",4.6,5811,Amazon,8000,1,9,0,0,0
B0BTV6ZHR5,"Apple 2022 iPad Pro 12.9-inch, Wi-Fi, 128GB - Silver (Renewed)",4.3,503,Apple,0,2,5,0,0,0
B0BTV74B4X,"Apple 2022 iPad Pro 12.9-inch, Wi-Fi, 512GB Silver (Renewed)",4.3,503,Apple Computer,0,2,1,0,0,0
B0BTV82GVD,"Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",4.3,503,Apple,0,11,7,18,0,0
B0BTV9S49X,"Apple 2022 iPad (12.9-inch, Wi-Fi, 512GB) - Space Gray (Renewed)",4.3,503,Apple Computer,0,2,1,3,0,0
B0BVBWRTGH,"STGAubron Gaming PC Computer Desktop, GeForce GTX 1660 Ti 6G, Intel Core I7 up to 3.9 GHz, 16G RAM, 512G SSD, WiFi, BT 5.0, RGB Fan x 6, Windows 11 Home, White",3.8,405,STGAubron,50,3,0,0,0,0
B0BVGKCCSR,"Lenovo IdeaCentre 3 All-in-One Desktop, 23.8"" FHD Touchscreen, AMD Ryzen 5 5500U, 16GB RAM, 512GB PCIe SSD, Webcam, HDMI, RJ-45, Wireless Keyboard&Mouse, Windows 11 Home",5.0,1,Lenovo,0,0,0,0,0,0
B0BVXWY8JP,"Apple 2022 iPad Pro (12.9-inch, Wi-Fi, 256GB) - Silver (Renewed)",4.3,503,Apple,0,2,1,3,0,0
B0BX4XD5PB,"Apple 2022 iPad Pro (12.9-inch, Wi-Fi + Cellular, 1TB) - Space Gray (Renewed)",4.3,503,Apple,0,1,2,3,0,0
B0BX4XF4MR,"Apple 2022 iPad Pro 12.9-inch, Wi-Fi + Cellular, 2TB - Space Gray (Renewed)",4.3,503,Apple,0,1,1,2,0,0
B0BX58MRJ4,"Apple 2022 iPad Pro 12.9-inch, Wi-Fi + Cellular, 1TB - Silver (Renewed)",4.3,503,Apple,0,1,1,2,0,0
B0BY3K8GZT,"Apple 2022 iPad Air (10.9-inch, Wi-Fi, 256GB) - Pink (Renewed)",4.4,1358,Apple Computer,0,2,1,3,0,0
B0BZTG15JV,"2021 Apple iMac with Apple M1 Chip with 8-core CPU (24-inch, 16GB RAM, 1TB SSD Storage) (QWERTY English) Silver (Renewed)",4.2,504,Apple Computer,50,3,1,4,0,0
B0BZTH5XZS,"Apple 2021 iMac with Apple M1 Chip with 8‐core CPU, 24-inch, 16GB RAM, 256GB SSD Storage - Silver (Renewed)",4.2,504,Apple,0,4,1,5,0,0
B0C118YZ9C,"Apple 2021 iMac with Apple M1 Chip, 24-inch, 16GB RAM, 1TB SSD Storage, Blue (Renewed)",4.2,504,Apple Computer,50,2,1,3,0,0
B0C15VXYF1,"Apple 2021 iMac with Apple M1 Chip, 24-inch, 16GB Memory, 512GB Storage, Green (Renewed)",4.2,452,Apple Computer,0,0,0,0,0,0
B0C15XQWTQ,"2021 Apple iMac with Apple M1 Chip with 8-core CPU (24-inch, 16GB RAM, 512GB SSD Storage) (QWERTY English) Silver (Renewed)",4.2,504,Apple Computer,0,6,1,7,0,0
B0C1DKB4QS,"Apple 2021 iMac M1 Chip with 8-core CPU, 24-inch, 16GB RAM, 1TB Storage (QWERTY English) Blue (Renewed)",4.2,504,Apple Computer,0,2,1,3,0,0
B0C1KTCP1B,"Apple 2021 iMac with Apple M1 Chip with 8-core CPU, 24-inch, 16GB RAM, 256GB SSD Storage, QWERTY English, Blue (Renewed)",4.2,504,Apple Computer,0,2,1,3,0,0
B0C1TDWZ4K,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 250GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4.2,157,HP,0,8,0,0,0,0
B0C1TFHV51,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 8GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4.2,157,HP,0,8,0,8,0,0
B0C1TFSQBQ,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 8GB DDR4 RAM | 250GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4.2,157,HP,0,6,0,0,0,0
B0C1TFV3JZ,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4.2,157,HP,0,6,0,6,0,0
B0C1TGD3NL,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4.2,157,HP,0,4,0,4,0,0
B0C1TGGC81,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),4.2,157,HP,100,11,0,0,0,0
B0C26627J7,"Apple 2022 iPad Pro, 12.9-inch, Wi-Fi, 1TB - Space Gray (Renewed)",4.3,503,Apple,0,1,1,2,0,0
B0C2ZKQ5PC,Dell OptiPlex 5060 Micro Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 250GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),3.9,75,Dell Computers,0,4,0,4,0,0
B0C2ZKWQ7T,Dell OptiPlex 5060 Micro Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),3.9,75,Dell Computers,50,6,0,6,0,0
B0C2ZLT9SN,Dell OptiPlex 5060 Micro Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),3.9,75,Dell Computers,0,5,0,5,0,0
B0C2ZMH6GK,Dell OptiPlex 5060 Micro Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed),3.9,74,Dell Computers,0,5,0,0,0,0
B0C3JDW6DC,"Dell Inspiron 5420 All In One desktop - 23.8-inch FHD 60 Hz Display, Core i5-1335U Processor, 16GB DDR4 RAM, 1TB SSD, Intel Iris Xe Graphics, Windows 11 Home, Premium Support & Dell Migrate - White",4.5,96,DELL,0,2,1,0,0,0
B0C3L375LT,"HP Elitedesk 800 G3 SFF Desktop PC - Intel i7-6700,32GB DDR4,1TB NVMe SSD + 2TB HDD, AX200 Wi-Fi 6,Dual 24-Inch Monitors, Wireless Keyboard and Mouse,Win 11 Pro (Renewed)",3.7,186,HP,50,4,0,0,0,0
B0C3L57H1T,"HP Elitedesk 800 G3 SFF Desktop PC - Intel i7-6700,32GB RAM,512GB NVMe SSD + 2TB HDD, Wi-Fi 6 AX200,24-Inch 2 Monitors, Wireless Keyboard & Mouse,Windows 10 Pro (Renewed), Black/Silver",3.7,186,HP,0,3,0,0,0,0
B0C3RJ4G4P,"STGAubron Gaming PC Computer Desktop, Intel Core i7 up to 3.9G, GeForce RTX 2060 Super 8G, 32G Ram, 1TB SSD, WiFi, BT 5.0, RGB Fan x6, RGB BT Sound Bar & Headset Mic, Windows 11 Home",3.6,154,STGAubron,0,0,0,0,0,2
B0C4G3S2XB,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 1TB SSD Solid State | Windows 11 | Home or Office PC (Renewed),4.2,416,HP,0,9,0,0,0,0
B0C4G5G4HD,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 250GB SSD Solid State | Windows 11 | Home or Office PC (Renewed),4.2,416,HP,0,8,0,0,0,0
B0C4G5QVKV,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 1TB SSD Solid State | Windows 11 | Home or Office PC (Renewed),4.2,416,HP,50,10,0,0,0,0
B0C4G6QM7K,HP ProDesk 600G4 Desktop Computer | Hexa Core Intel i5 (3.2) | 8GB DDR4 RAM | 1TB SSD Solid State | Windows 11 | Home or Office PC (Renewed),4.2,416,HP,0,7,0,7,0,0
B0C6FV9DYC,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 8GB RAM, 1TB SSD) (QWERTY English) Space Gray (Renewed)",4.3,2736,Apple,0,3,2,5,0,0
B0C6QXQWQ5,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i7 (3.4) | 16GB DDR4 RAM | 250GB SSD Solid State | Windows 11 Professional | Home or Office PC, Black (Renewed)",4.1,293,Dell Computers,0,6,0,0,0,0
B0C6QXZ9T5,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i7 (3.4) | 16GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Professional | Home or Office PC, Black (Renewed)",4.1,293,Dell Computers,0,4,0,0,0,0
B0C6QYF1TL,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 1TB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed), Black",4.1,293,Dell Computers,0,6,0,0,0,0
B0C6QYJ5KH,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 250GB SSD Solid State | Windows 11 Professional | Home or Office PC, Black (Renewed)",4.1,293,Dell Computers,0,6,0,6,0,0
B0C6QZDWR6,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) | 16GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC, Black (Renewed)",4.1,293,Dell Computers,0,9,0,0,0,0
B0C6R13MWQ,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) 8GB DDR4 RAM 500GB SSD Solid State Windows 11 Professional Home or Office PC (Renewed), Black",4.1,293,Dell Computers,0,6,0,0,0,0
B0C6R1BN7P,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i7 (3.4) | 32GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed), Black",4.1,293,Dell Computers,0,8,1,0,0,0
B0C6R1F19T,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 500GB SSD Solid State | Windows 11 Professional | Home or Office PC (Renewed), Black",4.1,293,Dell Computers,0,8,0,0,0,0
B0C6R2CZDF,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) | 32GB DDR4 RAM | 250GB SSD Solid State | Windows 11 Professional | Home or Office PC, Black (Renewed)",4.1,293,Dell Computers,0,5,0,5,0,0
B0C6R2HXJS,"Dell Optiplex 5060 Desktop Computer | Hexa Core Intel i5 (3.2) 8GB DDR4 RAM 1TB SSD Solid State Windows 11 Professional Home or Office PC, Black (Renewed)",4.1,293,Dell Computers,0,7,0,0,0,0
B0C73DYB36,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500 (Beat i7-11700), 4GB DDR4 RAM, 1TB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Pro",5.0,4,hp,0,0,0,0,0,0
B0C8GP7ZKQ,"Apple 2021 iMac (24-inch, Apple M1 chip with 8-core CPU, 8GB RAM, 512GB) Green (Renewed Premium)",4.1,6,Apple,0,0,0,0,0,0
B0C9D143WD,"HP 15.6"" Laptop Computer for College Student Home Study & Business, 4GB DDR4 RAM, 512GB PCIe SSD, Intel Processor (Beat i3-1115G4), FHD, WiFi 6, BT 5.3, Type-C, HDMI, Webcam, Silver, Windows 11 Pro",4.2,1076,hp,0,0,0,0,0,0
B0C9DHYNP9,"HP 15.6"" Laptop Computer for College Student Home Study & Business, 4GB DDR4 RAM, 1TB PCIe SSD, Intel Processor (Beat i3-1115G4), FHD, WiFi 6, BT 5.3, Type-C, HDMI, Webcam, Silver, Windows 11 Pro",4.2,1076,hp,0,0,0,0,0,0
B0C9DQMHD8,"HP 15.6"" Laptop Computer for College Student Home Study & Business, 4GB DDR4 RAM, 256GB PCIe SSD, Intel Processor (Beat i3-1115G4), FHD, WiFi 6, BT 5.3, Type-C, HDMI, Webcam, Silver, Windows 11 Pro",4.2,1072,hp,0,0,0,0,0,0
B0C9PC692K,"Skytech Gaming Shadow Gaming PC Desktop – AMD Ryzen 7 5700X 3.4 GHz, NVIDIA RTX 4060, 1TB NVME SSD, 16GB DDR4 RAM 3200, 600W Gold PSU, 11AC Wi-Fi, Windows 11 Home 64-bit,Black",3.9,111,Brainstorm Corporation,0,3,1,0,0,0
B0CB73WQXM,"Lenovo IdeaCentre All-in-One Desktop Computer, 24"" FHD Touchscreen Display, AMD Ryzen 3 7330U, 16GB RAM, 1TB NVMe SSD, HDMI, WiFi, RJ-45, Wireless Mouse & Keyboard Included, Windows 11 Home",5.0,1,Lenovo,0,0,0,0,0,0
B0CBJ46QZX,"Lenovo Flagship Chromebook, 14'' FHD Touchscreen Slim Thin Light Laptop Computer, 8-Core MediaTek Kompanio 520 Processor, 4GB RAM, 64GB eMMC, WiFi 6,Chrome OS, Abyss Blue",4.3,1112,Lenovo,1000,71,5,0,0,2
B0CCHX9MM8,"Dell Inspiron 27 7720 All-in-One 27"" Touchscreen FHD Business AIO Desktop Computer, 13th Gen Intel 10-Core i7-1355U, 32GB DDR4 RAM, 1TB PCIe SSD, GeForce MX550, WiFi 6E, White, Windows 11 Pro",4.2,58,Dell Computers,0,8,0,0,0,0
B0CCJ84N8N,"Lenovo ThinkCentre Tower Business Desktop Computer, Intel Hexa-Core i5-12400 (Beat i7-11700), 4GB DDR4 RAM, 128GB PCIe SSD, DVDRW, WiFi Adapter, Ethernet, DisplayPort, Windows 11 Pro, Tilsiy",5.0,1,Lenovo,0,0,0,0,0,0
B0CCW3CG8N,"STGAubron Gaming PC Desktop, GeForce RTX 3060 Ti 8G, AMD Ryzen 7 5700X up to 4.6G, 32G DDR4, 1T SSD, WiFi 6, BT 5.0, RGB Fan x 4, Windows 11 Home",3.6,41,STGAubron,0,1,0,0,0,0
B0CD2Y7N6P,"Apple 2020 MacBook Air with Apple M1 Chip, 13-inch, 8GB RAM, 1TB SSD Storage, Silver (Renewed)",4.3,2736,Apple,0,1,1,2,0,0
B0CD83TZ1G,"Lenovo V130 All-in-One Business Desktop, Intel Dual-Core Processor, 19.5” HD+ Display, 16GB RAM, 1TB SSD + 1TB HDD, DVD-RW, Wi-Fi, Webcam, HDMI, Wired Keyboard & Mouse, Windows 11 Pro",4.6,2,"Lenovo Group, Ltd.",0,0,0,0,0,0
B0CD9NBZJR,"Apple 2020 MacBook Air with Apple M1 Chip with 7-core CPU (13.3-inch, 8GB RAM, 1TB SSD Storage)(QWERTY English) Space Gray (Renewed)",4.3,2736,Apple Computer,0,1,1,2,0,0
B0CDGMSGH3,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500 (Beat i7-11700), 4GB DDR4 RAM, 2TB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Pro",5.0,1,hp,0,0,0,0,0,0
B0CDHMGLG4,"2020 Apple MacBook Air with Apple M1 Chip with 8-Core CPU (13.3-inch, 8GB RAM, 1TB SSD Storage)(QWERTY English) Gold (Renewed)",4.3,2736,Apple,0,1,1,2,0,0
B0CDQRQRDS,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",4.1,1441,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0CDQTL21M,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 12GB RAM, 256GB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, W11H, Wi-Fi 6, SD Card Reader, Grey, Additional 1 Yr ADP",4.1,1440,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0CDQTSSTR,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",4.1,1441,"Lenovo Group, Ltd.",1000,3,2,0,0,0
B0CDQVXTT6,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 8GB RAM, 128GB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",4.1,1440,"Lenovo Group, Ltd.",0,2,0,0,0,0
B0CF62H34N,"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",4.2,957,"Lenovo Group, Ltd.",1000,4,2,0,0,0
B0CF63MF26,"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 256GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, SD Card Reader, W11H, Grey, Additional 1 Yr ADP",4.2,957,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0CF67DYV9,"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, SD Card Reader, W11H, Grey, Additional 1 Yr ADP",4.2,957,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0CF6DG41L,"Apple 2020 MacBook Air with Apple M1 Chip 13-inch, 8GB RAM, 1TB SSD Storage Silver (Renewed)",4.3,2736,Apple,0,1,1,2,0,0
B0CFV86D52,"Dell RGB Gaming Desktop Computer PC, Intel Core i5, GeForce GT 1030 2GB GDDR5, 16GB RAM, 512GB SSD, 24 Inch HDMI Monitor, RGB Keyboard Mouse and Headset, WiFi, Windows 11 Pro (Renewed)",3.6,211,Dell Computers,100,2,0,2,0,0
B0CFVDQMNQ,"Dell RGB Gaming Desktop Computer, Intel Quad Core I5-6500 up to 3.6GHz, Radeon RX 550 4G, 16GB DDR4, 1TB SSD, RGB Keyboard & Mouse, 600M WiFi & Bluetooth, Win 11 Pro (Renewed)",4.0,281,Dell Computers,0,0,0,0,0,0
B0CFWXW85V,"Lenovo ThinkPad E16 Business Laptop 16.0"" WUXGA IPS Display 300 nits (AMD Ryzen 5 7535U 6-Core, 16GB RAM, 1TB PCIe SSD, AMD Radeon, Backlit KYB, FP, WiFi 6, Win11Pro) w/Dockztorm Hub",4.4,97,Lenovo,50,6,0,0,0,1
B0CH4JR5ZB,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 8GB DDR4 RAM | 500GB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.1,360,HP,0,1,0,1,0,0
B0CH4KVLBR,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 16GB DDR4 RAM | 500GB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.1,360,HP,0,2,0,2,0,0
B0CH4LG6TK,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 8GB DDR4 RAM | 250GB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.1,360,HP,0,5,0,5,0,0
B0CH4LHSF3,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 32GB DDR4 RAM | 1TB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 | Home or Office PC (Renewed),4.1,360,HP,300,5,0,5,0,0
B0CH4LM9F1,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 16GB DDR4 RAM | 1TB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.1,360,HP,0,5,0,5,0,0
B0CH4LS7ND,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 16GB DDR4 RAM | 250GB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.1,360,HP,0,1,0,1,0,0
B0CH4N1VWK,HP ProDesk 600G4 Tower Desktop Computer | Intel i7-8700 (3.4) | 32GB DDR4 RAM | 500GB SSD Solid State | Wi-Fi 5G + Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.1,360,HP,0,6,0,6,0,0
B0CHGW1MT1,"HP Portable Laptop (Include 1 Year Microsoft 365), 14’’ HD Display, 16GB RAM, 64GB eMMC, Intel Quad-Core N4120, Student and Business, Webcam, HDMI, Wi-Fi, RJ-45, Windows 11 Home, Grayish Blue",4.1,3610,HP Inc.,0,12,0,0,0,0
B0CHH1XQ8C,"HP Portable Laptop (Include 1 Year Microsoft 365), 14’’ HD Display, 8GB RAM, 64GB eMMC, Intel Quad-Core N4120, Student and Business, Webcam, HDMI, Wi-Fi, RJ-45, Windows 11 Home, Grayish Blue",4.1,3610,HP Inc.,0,7,0,0,0,0
B0CHH84R39,"HP Portable Laptop (Include 1 Year Microsoft 365), 14’’ HD Display, 8GB RAM, 64GB eMMC, Intel Quad-Core N4120, Student and Business, Webcam, HDMI, Wi-Fi, RJ-45, Windows 11 Home, Pink",4.1,3611,HP Inc.,50,7,0,0,0,0
B0CHHMH36M,"HP Portable Laptop (Include 1 Year Microsoft 365), 14’’ HD Display, 16GB RAM, 64GB eMMC, Intel Quad-Core N4120, Student and Business, Webcam, HDMI, Wi-Fi, RJ-45, Windows 11 Home, Pink",4.1,3611,HP Inc.,100,9,3,0,0,0
B0CJDF76BC,"Skytech Gaming Chronos Gaming PC, Ryzen 7 7700X 4.5 GHz, RTX 4070, 1TB NVME, 32GB DDR5 RAM RGB, 650W Gold PSU Wi-Fi, Win 11 Home, RGB-Keyboard and RGB-Mouse Included",4.3,328,Brainstorm Corporation,0,0,0,0,0,0
B0CJNDP2F9,"Apple 2021 iMac with Apple M1 Chip with 8-core CPU (24-inch, 8GB RAM, 1TB SSD Storage) (QWERTY English) Blue (Renewed)",4.2,504,Apple Computer,0,1,1,2,0,0
B0CKFLM7B4,"HP Essential Laptop, 14"" HD Display, Intel Celeron N4120, 8GB RAM, 64GB eMMC, Webcam, HDMI, Wi-Fi, RJ-45, 1 Year Office 365, Windows 11 Home, Rose Gold",4.1,3606,HP Inc.,0,30,4,0,0,0
B0CKFLNYKW,"HP Essential Laptop, 14"" HD Display, Intel Celeron N4120, 4GB RAM, 64GB eMMC, Webcam, HDMI, Wi-Fi, RJ-45, 1 Year Office 365, Windows 11 Home, Rose Gold",4.1,3611,HP Inc.,0,10,0,0,0,0
B0CKFMHLB3,"HP Essential Laptop, 14"" HD Display, Intel Celeron N4120, 16GB RAM, 64GB eMMC, Webcam, HDMI, Wi-Fi, RJ-45, 1 Year Office 365, Windows 11 Home, Rose Gold",4.1,3610,HP Inc.,50,21,2,0,0,0
B0CKTZVB17,"HP 17 Laptop, 17.3"" HD+ Touchscreen Display, 12th Gen Intel Core i7-1255U, 64GB RAM, 2TB SSD, Webcam, HDMI, SuperSpeed USB Ports, Wi-Fi 6, Windows 11 Home, Silver",4.3,931,HP Inc.,300,10,3,0,0,0
B0CLBFPQWF,"Apple 2021 iPad mini 6 (8.3 inch, Wi-Fi, 64GB) Starlight (Renewed Premium)",4.5,123,Apple Computer,0,0,0,0,0,0
B0CLF3VPMV,"Samsung Galaxy Tab A9+ Tablet 11” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable Design, US Version, 2024, Graphite",4.4,19543,Samsung,10000,1,10,0,0,0
B0CLF4NVSL,"Samsung Galaxy Tab A9+ Plus 11” 128GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable, Kids Friendly Design, US Version, 2024, Silver",4.4,19543,Samsung,4000,1,9,0,0,0
B0CLFH7CCV,"Samsung Galaxy Tab A9+ Plus 11” 64GB Android Tablet, Big Screen, Quad Speakers, Upgraded Chipset, Multi Window Display, Slim, Light, Durable, Kids Friendly Design, US Version, 2024, Silver",4.4,19543,Samsung,10000,1,9,0,0,0
B0CLH8YRTG,"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 16GB RAM, 2TB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",4.3,553,ASUSTeK COMPUTER INC.,0,15,1,0,0,0
B0CLHBW7DT,"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 24GB RAM, 2TB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",4.3,553,ASUSTeK COMPUTER INC.,50,27,1,0,0,0
B0CLHCMWWX,"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 24GB RAM, 1TB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",4.3,553,ASUSTeK COMPUTER INC.,300,31,2,0,0,0
B0CLHCWNV8,"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 16GB RAM, 512GB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",4.3,553,ASUSTeK COMPUTER INC.,500,47,2,0,0,0
B0CLRKYXQH,"SGIN Laptop, 15.6 Inch Laptop Computers, 8GB DDR4 256GB SSD Laptops, Expandable 1TB, Notebook with Celeron Quad Core Processor UHD Graphics 600, 5GWiFi, Type-C, USB3.0, Mini HDMI",0.0,0,SGIN,0,0,0,0,0,0
B0CLYD54XG,"Lenovo 24 23.8"" All-in-One Desktop Computer for Home Office, 4GB DDR4, 4TB PCIe SSD, Intel Processor 8-Core i3-N305, FHD AIO PC, WiFi 6, Bluetooth 5.2, Black, Windows 11 Home",4.4,314,Lenovo,0,0,0,0,0,0
B0CMFMGB7Q,"Apple 2020 MacBook Air with Apple M1 Chip, 13-inch, 8GB RAM, 512GB SSD, Space Gray (Renewed)",4.3,2736,Apple Computer,50,7,5,12,0,0
