asin,title,rating,total_reviews,manufacturer,recent_month_sales,new_count,used_count,refurbished_count,availability_amazon,return_rate
B0F9VVMYK4,"HP Student Laptop, Intel Processor N150(up to 3.6 GHz),14 Inch LED Screen, 8G RAM, 256GB Storange (128GB UFS+128GB MSD),1 Year Office 365, Windows 11 Home, Willow Green,w/BTP Accessories",0.0,0,HP,0,5,1,0,0,0
B0F9VVTZ78,"HP 2025 Student Business Laptop, Intel Processor N150(up to 3.6 GHz), 14 Inch LED Screen,16G RAM, 128GB Storange, Year Office 365, Windows 11 Home, Willow Green, w/BTP Accessories",4.2,1540,HP,0,11,2,0,0,0
B0F9VW9M7B,"HP 2025 Student Business Laptop, Intel Processor N150(up to 3.6 GHz), 16G RAM, 128GB Storange, 14 Inch LED Screen,1 Year Office 365, Windows 11 Home,Silver,w/BTP Accessories",5.0,1,HP,0,10,2,0,0,0
B0F9X6QSNX,"Lenovo All-in-One Desktop with Intel 4-Core Processor| 24 inch Full HD Display| 8GB DDR4 RAM, 256GB PCIe SSD| WiFi 6| Bluetooth| HDMI, USB, Ethernet Ports| Windows 11 Pro| for Business & Personal Use",4.5,6,Lenovo,0,1,0,0,0,0
B0FB6GW42Z,"Lenovo 23.8"" FHD All-in-One Desktop Computer for Home & Business, Intel N100 (up to 3.4 GHz), 32GB RAM, 1TB SSD, Intel UHD Graphics, RJ45, Bluetooth, HDMI, Wi-Fi, Keyboard & Mouse, Windows 11 Pro",4.3,38,Lenovo,0,0,0,0,0,0
B0FB6HV7J1,"Lenovo IdeaCentre AIO 3 27IRH9 27"" AIO i5-13420H 16GB 512GB SSD W11P (Renewed)",0.0,0,Lenovo,0,2,0,0,0,0
B0FB9LLK9K,"Lenovo 23.8"" FHD All-in-One Desktop Computer for Home & Business, Intel UHD Graphics, RJ45, Bluetooth, HDMI, Wi-Fi, Keyboard & Mouse, Windows 11 Pro (Intel N100, 16GB RAM | 1TB SSD)",4.4,44,Lenovo,0,0,0,0,0,0
B0FB9MC5TR,"Lenovo 24"" FHD All-in-One Desktop Computer, Intel 4-Core Processor (Beats i3-1110G4), 16GB RAM, 512GB PCIe SSD, HDMI, WiFi 6, RJ45, Bluetooth, Business AIO, Vent-Hear, Keyboard & Mouse, Windows 11 Pro",4.4,26,Lenovo,50,1,0,0,0,0
B0FB9PCBT1,"Lenovo 23.8"" FHD All-in-One Desktop Computer for Home & Business, Intel UHD Graphics, RJ45, Bluetooth, HDMI, Wi-Fi, Keyboard & Mouse, Windows 11 Pro (Intel N100, 8GB RAM | 512GB SSD)",0.0,0,Lenovo,0,0,0,0,0,0
B0FBR1M9MW,"Skytech Gaming Azure 3 Gaming PC, AMD Ryzen 7 9700X 3.8GHz, NVIDIA RTX 5060, 1TB NVMe SSD, 16GB DDR5 RAM 6000, 850W Gold ATX 3 PSU, 360 ARGB AIO, Wi-Fi, Win 11, Desktop",4.1,541,Skytech Gaming,50,2,0,0,0,0
B0FBXKNPMT,"23.8"" Full HD All-in-One Desktop Computer - 16GB RAM, 512GB SSD, Intel 13th Gen, Windows 11, Dual-Band WiFi, HDMI, USB 3.0, FHD IPS Display - AIO PC with Wireless Keyboard, Mouse, 2MP Camera",4.1,94,Fusion5,0,0,0,0,0,0
B0FC2TJX5N,"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver",4.4,208,Dell,400,18,7,0,0,0
B0FC4KBJV2,"Alienware Aurora Gaming Desktop ACT1250 - Intel Core Ultra 7 265KF Processor, Liquid Cooled, NVIDIA GeForce RTX 5070, 32GB DDR5 RAM, 2TB SSD, 1000W Platinum Rated PSU, Win 11 Home - Clear Panel",4.3,151,Dell,200,5,1,0,0,0
B0FC6QVJ5B,"STGAubron Gaming PC Computer Desktop, Intel Core i5-9400F up to 4.1G, GeForce RTX 2060 6G, 16GB DDR4, 1TB SSD, WiFi 6, BT 5.2, RGB Fan x4, Windows 11 Home",4.0,98,STGAubron,0,1,0,0,0,0
B0FCCQH94P,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop,Full HD IPS Display, Numeric Keypad, Carbon Black (Intel Core i5-1334U, 64GB RAM | 2TB SSD)",3.5,3,Dell,0,7,1,0,0,0
B0FCCR6RTZ,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop,Full HD IPS Display, Numeric Keypad, Carbon Black (Intel Core i5-1334U, 64GB RAM | 1TB SSD)",0.0,0,Dell,0,8,0,0,0,0
B0FCCS1Q1F,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop,Full HD IPS Display, Numeric Keypad, Carbon Black (Intel Core i5-1334U, 16GB RAM | 1TB SSD)",0.0,0,Dell,0,16,5,0,0,0
B0FCCT15MP,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop,Full HD IPS Display, Numeric Keypad, Carbon Black (Intel Core i5-1334U, 32GB RAM | 1TB SSD)",4.1,11,Dell,200,9,3,0,0,0
B0FCCTF4ZZ,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop,Full HD IPS Display, Numeric Keypad, Carbon Black (Intel Core i5-1334U, 40GB RAM | 2TB SSD)",0.0,0,Dell,0,6,0,0,0,0
B0FCGRW3X3,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, 14th Gen Intel 10-Core i5-14400, 64GB DDR5 RAM, 2TB SSD, HDMI, DP, Wi-Fi 6, Windows 11 Pro, Bundle with Adata UC310 64GB USB Flash Drive",4.5,29,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0FCLPM2PS,"Dell Inspiron 7730 All in One Desktop Computer 27 inch Touchscreen, Intel 7 150U(Up to 5.4GHz), NVIDIA MX570A, 64 GB DDR5, 2 TB SSD, Wi-Fi 6E, Win 11 Pro, Wireless KB & Mouse",5.0,8,Dell,0,1,0,0,0,0
B0FCLQCW5W,"Dell Inspiron 7730 All in One Desktop Computer 27 inch Touchscreen, Intel 7 150U(Up to 5.4GHz), NVIDIA MX570A, 64 GB DDR5, 4 TB SSD, Wi-Fi 6E, Win 11 Pro, Wireless KB & Mouse",5.0,8,Dell,0,2,0,0,0,0
B0FCLVC47D,"Dell Inspiron 7730 All in One Desktop Computer 27 inch Touchscreen, Intel 7 150U(Up to 5.4GHz), NVIDIA MX570A, 64 GB DDR5, 1 TB SSD, Wi-Fi 6E, Win 11 Pro, Wireless KB & Mouse",5.0,8,Dell,0,1,0,0,0,0
B0FCM49RWL,Dell 21.5inch All in One,0.0,0,Dell,0,1,0,0,0,0
B0FCMD8B87,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, Intel 20-Core i7-14700, 32GB DDR5, 1TB SSD, HDMI, DP, Wi-Fi 6, Wired KB & Mouse, Win 11 Pro, Bundle with ADATA UC310 64GB USB Flash Drive",4.9,27,"Lenovo Group, Ltd.",0,0,0,0,0,0
B0FCTFGTPY,"Dell 15 Laptop DC15255-15.6-inch FHD 120Hz Display, AMD Ryzen 5-7520U, 8GB LPDDR5 RAM, 512GB SSD, AMD Radeon 610M Graphics, Windows 11 Home, Onsite Service - Carbon Black",4.4,208,Dell,500,37,5,0,0,0
B0FCVPGXD7,"ViprTech Reaper 2.5 Liquid-Cooled PC - AMD Ryzen 7 8700F (5.0Ghz Turbo), AMD RX 9060 XT 16GB, 16GB DDR5 RAM, 1TB NVMe SSD, 800W Gold PSU, VR-Ready, WiFi BT, Win 11, Gaming Desktop Computer, Black",4.2,142,ViprTech,0,1,0,0,0,0
B0FCYMF9PH,"STGAubron Gaming PC Computer Desktop, AMD Ryzen 5 2600 up to 3.9G, GeForce RTX 3050 6G, 16GB DDR4, 1TB SSD, WiFi 6, BT 5.2, RGB Fan x4, Windows 11 Home",3.9,38,STGAubron,50,1,0,0,0,0
B0FD3BCV87,"NINGMEI Desktop PC Computer AMD Ryzen 7 5700G 8 core 3.8GHz(up to 4.6GHz), 16GB DDR4 RAM 3200MHz,1TB NVME SSD,Tower Computer with 550W PSU, Windows 11 Home 64-bit for Home and Office.",4.4,90,NINGMEI,100,0,0,0,0,0
B0FDB3STMB,"HP ProDesk 600 G3 Desktop Mini Business PC with 21.5"" FHD Monitor, Intel Quad Core i5-6500T, 16GB DDR4 RAM, 256GB SSD, DisplayPort, WiFi, BT, Windows 11 Pro(Renewed)",3.0,32,HP,50,6,0,6,0,0
B0FDGTSMXX,"HP 2025 OmniDesk M03 Premium Business Next Gen AI PC Desktop, Intel Core Ultra 7 265, 16GB DDR5 RAM, 512GB SSD, Windows 11 Pro, USB-C, Wi-Fi 6, Wired KB & Mouse, Bundle with ADATA 512GB External SSD",4.6,22,HP Inc.,0,1,0,0,0,0
B0FDGWLWC4,"HP 2025 OmniDesk M03 Premium Business Next Gen AI PC Desktop, Intel Core Ultra 7 265, 64GB DDR5 RAM, 8TB SSD, Windows 11 Pro, USB-C, Wi-Fi 6, Wired KB & Mouse, Bundle with ADATA 512GB External SSD",4.6,22,HP Inc.,0,1,0,0,0,0
B0FDGZJ1HL,"HP 2025 OmniDesk M03 Premium Business Next Gen AI PC Desktop, Intel Core Ultra 7 265, 64GB DDR5 RAM, 1TB SSD, Windows 11 Pro, USB-C, Wi-Fi 6, Wired KB & Mouse, Bundle with ADATA 512GB External SSD",4.6,22,HP Inc.,0,1,0,0,0,0
B0FDQDPT9W,"HP All in One Desktop Computer for Home, Intel Celeron J4025, 21.5 inch FHD Anti-Glare, WiFi 6, 32 GB DDR4, 1 TB SSD, 128 GB USB Flash Drive, Home PC, Wired KB & Mouse, Win 11 Pro, w/Accessories",4.2,54,HP,0,1,0,0,0,0
B0FFGX3F75,"Prebuilt Gaming PC Desktop Computer,AMD Ryzen R5 5500 Desktop,Operating at A Frequency of 3.6-4.2 GHz,RTX 4060 Graphics Card with 8GB GDDR6 Video Memory,16GB RAM, 1TB NVME SSD,WiFi 5.0,RGB Fan x4",3.7,13,abytespark,50,0,0,0,0,0
B0FFTPGLX8,"Lenovo 24 All-in-One Desktop Computer for Home Office, 16GB DDR4 RAM, 512GB PCIe SSD, Intel Processor, 23.8"" FHD AIO, WiFi 6, Bluetooth, RJ-45, HDMI, Keyboard and Mouse, Black",4.0,151,Lenovo,0,2,0,0,0,0
B0FFTQRWLG,"Lenovo 24 All-in-One Desktop Computer for Home Office, 16GB DDR4 RAM, 1TB PCIe SSD, Intel Processor, 23.8"" FHD AIO, WiFi 6, Bluetooth, RJ-45, HDMI, Keyboard and Mouse, Black",4.0,53,Lenovo,50,3,0,0,0,0
B0FG3JYXMS,"Lenovo ThinkCentre Neo 50a All-in-One Business Desktop, 27” FHD 100Hz Touchscreen, Intel Core i7-13620H, 32GB DDR5, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Wired KB & M, Win 11 Pro, Adata Flash Drive Bundle",4.0,71,"Lenovo Group, Ltd.",0,6,1,0,0,0
B0FG3MKWVS,"Lenovo ThinkCentre Neo 50a All-in-One Business Desktop, 27” FHD 100Hz Touchscreen, Intel Core i7-13620H, 32GB DDR5, 2TB SSD, Webcam, HDMI, Wi-Fi 6, Wired KB & M, Win 11 Pro, Adata Flash Drive Bundle",4.0,71,"Lenovo Group, Ltd.",0,3,0,0,0,0
B0FG7Y5G48,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500, 8GB DDR4 RAM, 512GB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Home",4.6,537,hp,0,1,0,0,0,0
B0FG7Y73T5,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500, 16GB DDR4 RAM, 512GB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Home",4.5,538,hp,0,2,0,0,0,0
B0FG7ZD7LY,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500, 16GB DDR4 RAM, 1TB PCIe SSD, WiFi, Bluetooth, RJ-45, Windows 11 Home",4.5,538,hp,0,1,0,0,0,0
B0FG7ZRT4J,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500, 32GB DDR4 RAM, 1TB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Home",4.5,538,hp,0,1,0,0,0,0
B0FG8HLRZY,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 128GB) - Blue (Renewed Premium)",4.7,78,Apple,300,2,1,3,0,0
B0FG8MM8HB,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 128GB) - Pink (Renewed Premium)",4.7,80,Apple,0,2,1,3,0,0
B0FG8PR8JC,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed Premium)",4.7,78,Apple,100,5,1,6,0,0
B0FG8R2W64,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 256GB) Pink (Renewed Premium)",4.7,75,Apple,0,0,0,0,0,0
B0FG9CQGH8,"2025 Apple iPad (11-inch, Wi-Fi, 128GB) - Pink (Renewed Premium)",4.7,76,Apple,0,0,0,0,0,0
B0FG9GRGJB,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 128GB) - Yellow (Renewed Premium)",4.7,80,Apple,0,2,1,3,0,0
B0FG9KLZCW,"2025 Apple iPad (11-inch, Wi-Fi, 128GB) - Yellow (Renewed Premium)",4.7,78,Apple,0,1,0,1,0,0
B0FG9T8R2X,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 512GB) - Blue (Renewed Premium)",4.7,78,Apple,0,1,0,1,0,0
B0FGB1KYQX,"2025 Apple iPad (11-inch, Wi-Fi + Cellular, 512GB) - Silver (Renewed Premium)",4.7,78,Apple,0,1,0,1,0,0
B0FGB8RP92,"HP Elite 805 G9 SFF Business Desktop Computer, AMD Ryzen 5 8500G, 16GB DDR5, 1TB PCIe SSD, Radeon 740M Graphics, Dual 4K Display Support, USB-C, HDMI, RJ-45, Wi-Fi, Wired KB & Mouse, Windows11 Pro",4.7,63,hp,100,1,1,0,0,0
B0FGFXKPTY,"Dell Latitude 5400 Laptop FHD Touchscreen, Intel Core I5-8365U 8th Gen Processor, 64GB Ram, 512GB SSD, Webcam, Type C, HDMI Windows 11 Pro (Renewed)",4.2,480,Dell Computers,0,0,0,0,0,0
B0FGK2QHXV,"HP 2025 Omnidesk (Envy Next Brand) M02 AI Copilot Business Tower Desktop, Core i7-14700, 32GB DDR5, 2TB SSD, Wired KB & Mouse, Wi-Fi 6, Bluetooth, W11P, Bundle with ADATA 512GB External SSD",0.0,0,HP Inc.,0,0,0,0,0,0
B0FGK33RBS,"HP 2025 Omnidesk (Envy Next Brand) M02 AI Copilot Business Tower Desktop, Core i7-14700, 16GB DDR5, 1TB SSD, Wired KB & Mouse, Wi-Fi 6, Bluetooth, W11H, Bundle with ADATA 512GB External SSD",4.4,51,HP Inc.,0,1,2,0,0,0
B0FGK3F8TN,"HP 2025 Omnidesk (Envy Next Brand) M02 AI Copilot Business Tower Desktop, Core i7-14700, 64GB DDR5, 2TB SSD, Wired KB & Mouse, Wi-Fi 6, Bluetooth, W11H, Bundle with ADATA 512GB External SSD",4.4,51,HP Inc.,0,1,0,0,0,0
B0FGK3GGWR,"HP 2025 Omnidesk (Envy Next Brand) M02 AI Copilot Business Tower Desktop, Core i7-14700, 16GB DDR5, 2TB SSD, Wired KB & Mouse, Wi-Fi 6, Bluetooth, W11P, Bundle with ADATA 512GB External SSD",0.0,0,HP Inc.,0,0,0,0,0,0
B0FGK3RBLD,"HP 2025 Omnidesk (Envy Next Brand) M02 AI Copilot Business Tower Desktop, Core i7-14700, 16GB DDR5, 256GB SSD, Wired KB & Mouse, Wi-Fi 6, Bluetooth, W11P, Bundle with ADATA 512GB External SSD",4.5,39,HP Inc.,0,0,0,0,0,0
B0FGQRCZL3,"Dell Inspiron 3530 Laptop - 15.6-inch FHD (1920x1080) Display, Intel Core i3-1305U Processor, 8GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Carbon Black",4.4,268,Dell,100,16,5,0,0,0
B0FGY59FJ2,"HP 2025 OmniDesk Business Next Gen AI Desktop PC, Intel Core Ultra 7 265, NVIDIA GeForce RTX 5060, 16GB DDR5 RAM, 512GB SSD, HDMI, DP, KB & Mouse, Win 11 Pro, Bundle with Adata 512GB External SSD",0.0,0,HP Inc.,0,1,0,0,0,0
B0FGY6324J,"HP 2025 OmniDesk Business Next Gen AI Desktop PC, Intel Core Ultra 7 265, NVIDIA GeForce RTX 5060, 32GB DDR5 RAM, 1TB SSD, HDMI, DP, KB & Mouse, Win 11 Pro, Bundle with Adata 512GB External SSD",5.0,1,HP Inc.,0,4,1,0,0,0
B0FH363X7N,"Dell Latitude 5400 Laptop FHD Touchscreen, Intel Core I5-8365U 8th Gen Processor, 32GB Ram, 512GB SSD, Webcam, Type C, HDMI Windows 11 Pro (Renewed)",4.2,492,Dell Computers,50,4,0,4,0,0
B0FH7GPD1H,"Lenovo 24"" FHD All-in-One Desktop Computer for Home & Office, Intel Processor, 16GB RAM, 256GB PCIe SSD, HDMI, WiFi 6, Bluetooth 5.2, Business AIO, Vent-Hear, Wireless Keyboard & Mouse, Windows 11",4.0,55,Lenovo,500,2,0,0,0,0
B0FH7J998Y,"Lenovo ThinkCentre Home & Business All-in-one Computer, 23.8"" FHD IPS Display, Intel Core i5-13420H Processor, 32GB DDR5 RAM, 2TB PCIe SSD, Wi-Fi 6, Webcam, USB-C, HDMI in&Out, Windows 11 Pro",0.0,0,Lenovo,0,1,0,0,0,0
B0FH7JD7KQ,"Lenovo 24"" FHD All-in-One Desktop Computer for Home & Office, Intel Processor, 16GB RAM, 128GB PCIe SSD, HDMI, WiFi 6,",0.0,0,Lenovo,0,0,0,0,0,0
B0FH7K9HMB,"Lenovo 24"" FHD All-in-One Desktop Computer for Home & Office, Intel Processor, 8GB RAM, 512GB PCIe SSD, WiFi 6, Bluetooth 5.2, HDMI, Business AIO, Vent-Hear, Wireless Keyboard & Mouse, Windows 11",0.0,0,Lenovo,0,1,0,0,0,0
B0FHBM1DV3,"Lenovo ThinkCentre Neo 50t Tower Desktop Computer, 16-core Intel Core i7-13700, 16GB RAM, 512GB SSD, 3-Monitor Ports (DP+HDMI+VGA), WiFi, RJ-45, USB-C, Card Reader, Wired KB & Mouse, Windows 11 Pro",4.2,67,Lenovo,0,1,0,0,0,0
B0FHJ7GVQD,"acer Nitro 60 N60-640-UR25 Desktop, Intel Core i7-14700F 20-Core Processor (Up to 5.4GHz), NVIDIA GeForce RTX 5070 Ti Graphics (1406 AI Tops), 32GB DDR5 Memory, 2TB PCIe 4.0 NVMe SSD, Windows 11 Home",4.5,4,Acer America,0,15,0,0,0,0
B0FHJ8G3ZH,"STGAubron Gaming PC Desktop Computer, Intel Core i7-6700 up to 4.0G, GeForce RTX 2060S 8G, 32GB DDR4, 1TB SSD, 600M WiFi, BT 5.0, RGB Fan x6, Windows 11 Home",3.9,38,STGAubron,0,3,0,0,0,0
B0FHKC8S5V,"Lenovo ThinkPad E16 Business Laptop 16.0"" Touch IPS WUXGA Display (Intel Ultra 5-225U, 64GB DDR5, 1TB PCIe SSD, Intel Graphics, Backlit KB, Fingerprint, Win 11 Pro) w/Dockztorm Hub",0.0,0,Lenovo,0,1,0,0,0,0
B0FJ7L453K,"HP 14"" Laptop 2025 Business Student Slim Computer, Lifetime MS Office, Copilot AI, Quad-Core Intel CPU, 16GB RAM, 628GB Storage (128GB UFS+500GB Ext), MarxsolAccessory, Wi-Fi 6, Win 11 Pro, Lavender",4.3,228,HP,200,1,0,0,0,0
B0FJ7LQ847,"HP 14"" Laptop 2025 Business Student Slim Computer, Lifetime MS Office, Copilot AI, Quad-Core Intel CPU, 16GB RAM, 628GB Storage (128GB UFS+500GB Ext), MarxsolAccessory, Wi-Fi 6, Win 11 Pro, Green",4.3,232,HP,300,1,0,0,0,0
B0FJ7LTNRP,"HP 14"" Laptop 2025 Business Student Slim Computer, Lifetime MS Office, Copilot AI, Quad-Core Intel CPU, 16GB RAM, 628GB Storage (128GB UFS+500GB Ext), MarxsolAccessory, Wi-Fi 6, Win 11 Pro, Silver",4.3,232,HP,300,1,1,0,0,0
B0FJRCTJSX,"Acer 2025 Aspire Business Desktop, Intel Dual-Core Processor, Ultra-Quiet Design, DVD-RW, SD Card Reader, Dual 4K Monitor Support, Keyboard and Mouse, Windows 11 (Intel CPU, 16GB RAM | 256GB SSD)",4.0,13,Acer,0,1,0,0,0,0
B0FJRDDXFP,"Acer 2025 Aspire Business Desktop, Intel Dual-Core Processor, Ultra-Quiet Design, DVD-RW, SD Card Reader, Dual 4K Monitor Support, Keyboard and Mouse, Windows 11 (Intel CPU, 32GB RAM | 2TB SSD)",4.0,13,Acer,0,1,1,0,0,0
B0FJRG1Y2G,"Acer 2025 Aspire Desktop, Intel Processor, Ultra-Quiet Design, SD Card Reader, Dual 4K Monitor Support, USB-C, Wired Keyboard and Mouse, Windows 11 (Intel CPU, 16GB RAM | 512GB SSD)",4.0,13,Acer,50,2,1,0,0,0
B0FJRG5SBW,"Acer 2025 Aspire Desktop, Intel Processor, Ultra-Quiet Design, SD Card Reader, Dual 4K Monitor Support, USB-C, Wired Keyboard and Mouse, Windows 11 (Intel CPU, 64GB RAM | 4TB SSD)",4.0,13,Acer,0,1,0,0,0,0
B0FJRGFZHQ,"Acer 2025 Aspire Business Desktop, Intel Dual-Core Processor, Ultra-Quiet Design, DVD-RW, SD Card Reader, Dual 4K Monitor Support, Keyboard and Mouse, Windows 11 (Intel CPU, 32GB RAM | 1TB SSD)",4.0,13,Acer,0,1,1,0,0,0
B0FJSHNJHR,"Lenovo ThinkPad E16 Business Laptop 16.0"" IPS WUXGA Display (AMD Ryzen 7 7735U, 64GB DDR5, 512GB PCIe SSD, Integrated GPU, Backlit KB, Fingerprint, Thunderbolt 4, Win 11 Pro) w/DKZ USB Port Expander",0.0,0,Lenovo,0,2,0,0,0,0
B0FK4JS1WR,"AEXPXO Gaming PC Desktop,Prebuilt Gaming Computer AMD Ryzen 7 7800X3D 4.2GHz,RTX5070 12GB GDDR7,32GB DDR5 RAM 6000MHz,2TB NVME SSD,A360W VK ARGB Liquid Coole,850W Power Supply",4.3,86,Shenzhen zhuangji Master Electronic Commerce Co.Ltd.,0,1,0,0,0,0
B0FKMPRLBB,"Dell OptiPlex 5040 SFF Desktop Computer PC, Intel Core i5-6500t 2.50GHz, 8GB RAM, 256GB SSD, WiFi, Bluetooth, HDMI, Keyboard and Mouse, Windows 11 Pro (Renewed)",3.9,33,Dell,500,1,0,1,0,0
B0FL7CKLNJ,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 8GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,50,1,1,0,0,0
B0FL7CRBPN,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 4GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,0,1,0,0,0,0
B0FL7F8LMG,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 8GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,50,1,0,0,0,0
B0FL7FNGY7,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 8GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,50,1,1,0,0,0
B0FL7HJ8GH,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 4GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,0,1,0,0,0,0
B0FLBX3QD1,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 4GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,0,1,0,0,0,0
B0FLCG7L4F,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 8GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,50,1,1,0,0,0
B0FLCHZZ5C,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 4GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.4,89,HP,0,1,0,0,0,0
B0FLD52JDH,HP Laptop with Microsoft Office and 1TB Cloud Storage (1-Year) | 14 inch HD Computer | 8GB RAM | 128GB UFS & 128GB Portable SSD| Intel 4-Core CPU(Beat i3-10110U)| Windows 11 Home in S Mode| LE Bundle,4.5,98,HP,100,1,0,0,0,0
B0FLF392RD,"Lenovo IdeaPad 2025 Family Laptop, 15.6"" FHD Screen, Intel N6000 CPU, 20GB RAM, 1TB SSD + 128GB eMMC, 10HR Battery, Win11, 1Yr ADP + Office 365 with 1TB Cloud, Laptop Cooler Bundle, Everyday Use",4.2,957,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0FLF3XRTB,"Lenovo IdeaPad 2025 Laptop, 15.6” FHD Anti-Glare, Intel 4-Core CPU, 36GB RAM, 1TB SSD, Wi-Fi 6, 10HR Battery, Win11, 1 Yr ADP + Office 365 w/1TB Cloud Storage, Student & Home Use, w/Cooler Bundle",4.1,1441,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0FLF4GNMJ,"Lenovo IdeaPad 2025 Laptop, 15.6” FHD Anti-Glare, Intel 4-Core CPU, 12GB RAM, 256GB SSD, Wi-Fi 6, 10HR Battery, Win11, 1 Yr ADP + Office 365 w/1TB Cloud Storage, Student & Home Use, w/Cooler Bundle",4.1,1440,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0FLF4KHJM,"Lenovo IdeaPad 2025 Laptop, 15.6” FHD Anti-Glare, Intel 4-Core CPU, 8GB RAM, 256GB SSD, Wi-Fi 6, 10HR Battery, Win11, 1 Yr ADP + Office 365 w/1TB Cloud Storage, Student & Home Use, w/Cooler Bundle",4.1,1440,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0FLF6C7FZ,"Lenovo IdeaPad 2025 Family Laptop, 15.6"" FHD Screen, Intel N6000 CPU, 8GB RAM, 256GB SSD + 128GB eMMC, 10HR Battery, Win11, 1Yr ADP + Office 365 with 1TB Cloud, Laptop Cooler Bundle, Everyday Use",4.2,957,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0FLF6H5KR,"Lenovo IdeaPad 2025 Family Laptop, 15.6"" FHD Screen, Intel N6000 CPU, 12GB RAM, 512GB SSD + 128GB eMMC, 10HR Battery, Win11, 1Yr ADP + Office 365 with 1TB Cloud, Laptop Cooler Bundle, Everyday Use",4.2,957,"Lenovo Group, Ltd.",0,1,1,0,0,0
